person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_case,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_reci
42,32.0,0.0,0.0,0.0,5.0,0.0,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,
264,22.0,0.0,0.0,0.0,0.0,0.0,Female,Other,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,
1034,22.0,0.0,0.0,0.0,1.0,0.0,Female,Caucasian,(F2),Dealing in Stolen Property,,,,,,,0,
519,47.0,0.0,0.0,0.0,0.0,0.0,Female,Hispanic,(F2),Dealing in Stolen Property,,,,,,,0,
326,24.0,0.0,0.0,0.0,1.0,0.0,Female,African-American,(F2),arrest case no charge,,,,,,,0,
34,30.0,1.0,0.0,0.0,2.0,0.0,Female,African-American,(F2),arrest case no charge,,,,,,,0,
537,51.0,0.0,0.0,0.0,4.0,0.0,Female,Caucasian,(F2),arrest case no charge,,,,,,,0,
480,31.0,0.0,0.0,0.0,1.0,0.0,Female,Caucasian,(F2),arrest case no charge,,,,,,,0,
106,45.0,0.0,0.0,0.0,1.0,0.0,Female,Caucasian,(F1),arrest case no charge,,,,,,,0,
604,52.0,0.0,0.0,0.0,0.0,0.0,Female,Caucasian,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,
254,35.0,0.0,1.0,0.0,3.0,0.0,Female,Caucasian,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,
950,35.0,0.0,0.0,1.0,5.0,3.0,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,3,(M1),Battery,,(F3),Aggravated Assault W/Dead Weap,1,
7,26.0,0.0,0.0,0.0,1.0,3.0,Female,African-American,(F2),Poss Cocaine/Intent To Del/Sel,3,(M1),Resist/Obstruct W/O Violence,,(F3),Child Abuse,1,
