person_id,age,juv_fel_count,juv_misd_count,juv_other_count,decile_score,priors_count,is_recid,is_violent_recid
262,37,0,0,0,10,6,0,0
263,55,0,0,0,1,1,0,0
264,31,0,0,0,9,8,1,0
265,28,0,0,0,6,6,1,1
266,54,0,0,0,1,2,0,0
267,58,0,0,0,2,0,0,0
268,78,0,0,0,1,1,1,0
269,56,0,0,0,1,0,0,0
270,21,0,0,0,10,1,0,0
271,24,0,0,0,2,0,0,0
272,38,2,2,1,8,22,1,0
273,39,0,0,0,5,3,0,0
274,35,0,0,0,1,0,0,0
275,22,0,0,0,5,1,1,0
277,47,0,0,0,8,23,1,0
278,23,0,0,0,2,0,1,0
279,57,0,0,0,1,1,0,0
280,38,0,0,0,5,2,1,0
281,66,0,0,0,1,3,1,1
282,45,0,0,0,4,8,1,0
283,28,0,0,0,5,0,0,0
284,45,0,0,0,1,2,0,0
285,52,0,0,0,3,0,1,0
286,32,0,0,0,10,13,1,0
287,37,0,0,0,9,2,1,1
288,39,0,0,0,4,0,1,0
289,26,0,0,0,9,9,1,0
290,25,0,0,0,8,3,0,0
291,45,0,0,0,3,2,0,0
292,57,0,0,0,9,7,0,0
293,23,0,0,0,3,0,1,1
294,34,0,0,0,2,2,1,0
295,38,0,0,0,10,14,0,0
297,23,0,0,0,4,1,0,0
298,36,0,0,0,3,2,1,0
299,50,0,0,0,1,1,0,0
300,37,0,0,0,3,0,0,0
301,44,0,0,0,4,4,0,0
302,35,0,1,0,9,23,1,0
303,31,0,0,0,1,1,0,0
304,24,0,0,0,5,5,1,0
305,40,0,0,0,1,3,0,0
307,37,0,0,0,6,1,0,0
308,27,0,0,0,2,0,0,0
309,31,0,0,0,3,1,0,0
310,28,0,0,0,8,0,0,0
311,43,0,0,0,5,11,1,1
313,28,0,0,0,9,7,1,0
314,38,0,0,0,1,0,0,0
315,38,0,0,0,1,2,0,0
316,27,0,0,0,4,2,0,0
317,28,0,0,0,9,1,0,0
318,21,1,0,0,7,1,0,0
319,56,0,0,0,1,7,1,0
320,38,0,0,0,9,15,0,0
321,28,0,0,0,5,2,0,0
322,45,0,0,0,6,3,0,0
323,28,0,0,0,2,0,0,0
324,24,0,0,0,2,1,0,0
325,61,0,0,0,1,1,0,0
326,51,0,0,0,1,0,1,1
327,51,0,0,0,2,0,0,0
328,20,0,0,1,4,0,0,0
329,36,0,0,0,1,1,1,0
330,48,0,0,0,1,0,0,0
331,37,0,0,0,3,4,1,0
332,30,0,0,0,7,2,0,0
333,41,0,0,0,6,5,0,0
334,27,0,0,0,10,11,1,0
335,37,0,0,0,1,0,1,1
336,33,0,0,0,4,4,1,0
337,54,0,0,0,9,11,0,0
338,23,0,0,0,9,2,0,0
339,22,0,0,0,6,0,0,0
341,26,0,0,0,4,2,1,0
342,23,0,2,0,6,3,0,0
344,41,0,0,0,1,0,0,0
345,52,0,0,0,1,0,0,0
347,43,0,0,0,4,13,1,0
348,52,0,0,0,4,0,0,0
349,28,0,0,0,1,1,0,0
350,30,0,0,2,9,11,1,1
351,28,0,0,0,5,1,0,0
352,47,0,0,0,2,1,0,0
353,34,0,0,0,2,0,0,0
354,22,0,0,0,4,0,0,0
355,30,0,0,0,2,4,0,0
356,25,0,0,0,4,4,0,0
357,31,0,0,0,8,0,1,0
358,37,0,0,0,2,0,1,0
359,32,0,1,0,9,14,0,0
360,26,0,1,0,8,4,0,0
361,53,0,0,0,1,1,0,0
362,28,0,0,0,8,25,1,0
363,44,0,0,0,5,8,1,0
364,25,0,0,0,3,0,0,0
365,30,0,0,0,1,0,0,0
366,22,0,0,1,8,1,1,0
367,30,1,0,0,8,2,0,0
368,20,0,0,0,5,0,0,0
369,37,0,0,0,1,0,0,0
370,33,0,0,0,2,0,0,0
371,47,0,0,0,5,2,0,0
372,40,0,0,0,2,3,0,0
373,24,0,0,0,2,0,0,0
374,36,0,0,0,7,8,1,1
375,30,0,0,0,2,4,0,0
376,22,0,0,0,9,3,1,1
377,24,0,0,0,7,1,1,1
378,27,0,0,0,2,3,1,0
379,31,0,0,0,2,0,0,0
380,47,0,0,0,1,0,0,0
381,23,0,0,1,6,1,1,0
382,23,0,0,4,5,5,1,0
383,24,0,0,0,8,0,0,0
384,29,0,0,0,3,1,0,0
385,20,0,0,0,8,1,1,1
386,30,0,0,0,6,2,1,0
387,39,0,0,0,2,1,0,0
388,38,0,0,0,4,1,0,0
389,39,0,0,0,1,0,0,0
390,27,0,0,0,4,4,0,0
391,18,2,0,0,10,2,0,0
392,31,0,0,0,4,2,1,0
393,37,0,0,0,1,2,0,0
394,31,0,0,0,2,0,0,0
395,27,0,0,0,8,2,0,0
396,20,0,0,0,8,0,0,0
397,46,1,0,0,8,5,0,0
399,52,0,0,0,1,0,0,0
400,23,0,0,0,4,0,1,0
401,20,1,0,0,7,1,0,0
402,48,0,0,0,2,0,0,0
403,66,0,0,0,6,8,1,0
405,27,0,0,0,6,0,1,1
406,30,0,0,0,7,11,1,0
407,22,0,1,1,10,3,1,0
408,22,0,0,0,3,1,0,0
409,35,0,0,0,10,2,0,0
410,32,0,0,0,4,2,0,0
411,41,0,0,0,3,2,0,0
412,35,0,0,0,8,9,0,0
413,43,0,0,0,1,0,0,0
414,25,0,0,0,2,0,0,0
415,44,0,0,0,7,24,0,0
416,52,0,0,0,6,3,1,0
417,43,0,0,0,1,0,0,0
418,37,0,0,0,1,0,0,0
420,47,0,0,0,1,1,0,0
421,45,0,0,0,1,3,0,0
422,23,0,0,0,4,2,0,0
423,37,0,0,0,1,3,0,0
424,28,0,0,0,4,3,1,1
425,70,0,0,0,1,1,0,0
426,54,0,0,0,2,6,1,0
427,58,0,0,0,7,9,0,0
428,46,0,0,0,4,3,0,0
429,21,0,0,0,9,0,1,0
430,26,0,0,0,8,1,1,1
431,38,0,0,0,1,3,1,0
432,34,0,0,0,4,5,0,0
433,34,0,0,0,8,0,0,0
434,19,0,0,0,5,1,1,0
435,34,0,0,0,4,5,0,0
436,32,0,0,0,4,3,0,0
437,23,0,0,0,5,0,1,0
438,34,0,0,0,4,5,1,0
439,30,0,0,0,1,2,0,0
440,39,0,0,0,3,6,1,0
441,24,0,0,0,3,0,0,0
442,33,0,0,0,3,1,1,1
443,33,0,0,0,2,0,0,0
444,40,0,0,0,4,6,0,0
445,58,0,0,0,3,2,0,0
446,21,0,0,0,6,0,0,0
447,44,0,0,0,2,2,0,0
448,56,0,0,0,8,13,0,0
449,27,0,0,0,5,1,0,0
450,21,0,0,0,5,1,1,0
451,23,0,0,1,8,4,1,0
452,62,0,0,0,1,0,0,0
454,27,1,0,1,8,4,1,0
455,57,0,0,0,1,6,0,0
456,37,0,0,0,3,5,0,0
457,43,0,0,0,2,2,1,0
459,32,0,0,0,1,5,0,0
460,33,0,0,0,3,2,0,0
461,23,0,0,0,3,0,0,0
462,27,0,0,0,1,0,0,0
463,44,0,0,0,1,0,1,0
464,28,0,0,0,3,3,1,0
465,42,0,0,0,2,0,0,0
466,48,0,0,0,5,5,0,0
467,24,0,1,0,10,9,1,1
468,27,0,0,0,2,0,0,0
469,20,0,0,0,10,0,1,0
471,24,0,0,0,8,1,0,0
472,31,2,0,0,10,6,0,0
473,22,0,1,0,5,2,0,0
474,51,0,0,0,1,0,0,0
475,56,0,0,0,1,0,0,0
476,20,0,0,0,6,0,0,0
477,54,0,0,0,3,1,0,0
478,29,0,0,0,9,7,0,0
479,42,0,0,0,4,0,0,0
480,20,0,0,0,9,0,1,0
481,53,0,0,0,1,6,0,0
482,48,0,0,0,8,8,0,0
483,24,0,0,0,2,0,0,0
484,27,0,0,0,5,8,0,0
485,24,0,1,0,9,2,1,1
486,22,0,0,0,3,0,0,0
487,53,0,0,0,6,36,1,0
488,36,0,0,0,1,0,0,0
489,28,0,0,0,3,2,1,1
491,46,0,0,0,1,1,0,0
492,21,0,0,0,4,0,0,0
493,45,0,0,0,1,1,0,0
494,21,0,1,0,5,3,1,0
495,36,0,0,0,7,0,0,0
496,25,0,0,0,4,2,1,0
497,23,0,0,0,3,1,1,0
498,54,0,0,0,1,2,0,0
499,28,0,0,0,5,1,0,0
500,21,0,0,0,8,0,1,0
501,36,0,0,0,3,0,0,0
502,24,0,0,0,3,0,0,0
503,28,0,0,0,6,3,1,0
504,30,0,0,0,2,1,1,0
505,29,0,0,0,1,0,0,0
506,22,0,0,0,8,2,0,0
507,31,0,0,0,9,8,0,0
508,38,0,0,0,9,2,0,0
509,30,0,0,0,6,0,0,0
510,51,0,0,0,1,1,0,0
511,33,0,0,0,1,3,0,0
512,25,0,0,0,6,2,0,0
515,37,0,0,0,2,4,0,0
516,32,0,1,0,9,12,1,1
517,23,0,0,1,6,1,0,0
518,47,0,0,0,3,3,0,0
520,41,0,0,0,6,6,0,0
521,32,0,0,0,3,1,1,0
522,37,0,0,0,1,0,0,0
523,19,0,2,0,10,2,1,0
524,27,0,0,0,8,0,0,0
525,39,0,0,0,1,0,0,0
526,21,0,0,2,6,0,0,0
527,69,0,0,0,1,0,0,0
528,36,0,0,0,3,3,0,0
530,21,0,0,0,6,2,0,0
531,26,0,0,1,10,6,1,0
532,22,0,0,0,4,0,0,0
533,23,0,0,0,5,0,1,0
534,20,1,0,0,7,1,0,0
535,28,0,0,0,2,0,0,0
536,45,0,0,0,5,0,0,0
537,49,0,0,0,5,3,0,0
538,29,0,0,1,4,2,1,0
540,60,0,0,0,1,0,0,0
541,26,0,0,0,10,0,0,0
543,34,0,0,0,5,2,1,1
544,30,0,0,0,1,0,0,0
545,20,1,0,0,4,1,0,0
546,36,0,0,0,3,1,0,0
547,30,0,0,0,4,0,0,0
548,21,0,1,0,3,1,1,0
549,34,1,0,0,8,11,0,0
550,25,0,0,0,7,1,0,0
551,25,0,0,0,7,7,0,0
552,22,0,0,0,6,2,1,0
553,57,0,0,0,8,18,0,0
554,29,0,0,0,8,2,0,0
555,36,0,0,0,1,1,0,0
556,29,0,1,0,2,7,0,0
557,21,0,0,0,9,4,1,0
558,21,0,0,0,5,0,1,0
559,37,0,0,0,8,1,0,0
560,33,0,0,0,1,3,0,0
561,34,0,0,0,1,1,0,0
562,27,0,0,0,2,0,0,0
563,50,0,0,0,1,1,1,0
564,26,0,0,0,3,1,0,0
565,40,0,0,0,7,0,1,0
566,25,0,0,0,8,7,1,0
567,53,0,0,0,1,1,0,0
569,24,0,0,0,4,0,0,0
571,39,0,0,0,4,2,0,0
572,42,0,0,0,1,1,0,0
573,28,0,0,0,3,1,0,0
574,24,0,0,0,4,1,0,0
575,23,0,0,0,4,0,0,0
576,26,1,1,0,8,6,1,0
577,42,0,0,0,5,3,0,0
578,22,0,0,1,2,1,0,0
579,22,0,0,0,9,4,1,1
580,21,0,0,0,7,3,0,0
581,37,0,0,0,9,23,1,0
582,44,0,0,0,2,0,0,0
583,64,0,0,0,9,13,0,0
584,35,0,0,0,5,2,0,0
585,36,0,0,0,7,8,0,0
586,53,0,0,0,1,2,0,0
587,60,0,0,0,1,1,0,0
588,29,0,0,0,4,7,1,0
589,44,0,0,0,4,2,0,0
590,48,1,0,0,8,23,1,1
591,23,0,0,0,2,0,0,0
592,48,0,0,0,4,8,0,0
594,52,0,0,0,1,0,0,0
595,44,0,0,0,2,7,0,0
596,28,0,0,0,5,1,0,0
597,27,0,0,0,8,12,1,0
598,28,0,0,0,9,5,1,0
599,33,0,0,0,3,3,0,0
600,28,0,0,0,2,0,0,0
601,47,0,0,0,10,5,1,0
602,36,0,0,0,7,14,1,0
603,29,1,0,0,5,2,0,0
604,22,0,0,1,9,0,1,0
605,26,0,0,2,7,6,0,0
606,40,0,0,0,1,0,0,0
607,65,0,0,0,1,0,0,0
608,25,0,0,0,2,0,0,0
609,68,0,0,0,1,2,0,0
610,32,0,0,0,4,1,0,0
611,56,0,0,0,3,5,0,0
612,27,0,0,0,8,9,1,1
613,52,0,0,0,1,4,1,0
614,31,0,0,0,2,0,0,0
616,32,0,0,0,2,3,0,0
617,60,0,0,0,1,4,0,0
618,35,0,6,3,6,29,0,0
619,31,0,0,0,8,4,0,0
620,51,0,0,0,3,3,0,0
621,23,0,0,0,3,1,0,0
622,39,0,0,0,6,0,0,0
623,56,0,0,0,1,0,0,0
625,27,0,0,0,2,1,1,0
626,47,0,0,0,1,1,0,0
627,53,0,0,0,6,11,0,0
628,25,0,0,0,2,0,1,0
629,21,0,0,0,3,0,0,0
630,22,0,0,0,3,0,0,0
631,43,0,0,0,1,0,0,0
632,59,0,0,0,1,0,0,0
633,58,0,0,0,1,2,0,0
634,53,0,0,0,1,4,0,0
635,31,0,0,0,3,7,1,0
636,22,0,0,0,5,2,0,0
637,22,0,0,0,5,1,1,0
638,28,0,0,0,6,8,1,0
639,42,0,0,0,1,1,0,0
640,20,0,0,0,7,0,1,0
641,29,0,0,0,6,0,1,1
642,41,0,0,0,1,0,0,0
643,29,0,0,0,10,8,0,0
644,58,0,0,0,7,21,1,0
645,22,0,0,0,7,3,0,0
646,48,0,0,0,1,1,1,0
647,37,0,0,0,4,0,0,0
648,57,0,0,0,5,1,1,0
649,27,0,0,0,1,3,0,0
651,26,0,0,0,4,3,0,0
654,33,0,0,0,1,0,0,0
655,28,0,0,0,2,1,0,0
656,29,0,0,0,6,2,0,0
657,24,0,0,0,10,3,1,0
658,24,0,0,0,1,0,0,0
659,19,0,0,1,10,1,1,0
660,36,0,0,0,1,2,0,0
661,33,0,0,0,1,0,0,0
663,32,0,0,0,1,0,0,0
664,34,0,0,0,1,0,0,0
665,31,0,0,0,1,1,0,0
667,24,0,0,0,4,4,0,0
668,25,0,0,0,5,2,1,1
669,20,1,0,1,10,1,1,0
672,22,0,0,0,3,1,0,0
673,28,0,0,0,5,2,1,1
674,24,0,0,0,2,1,1,1
675,61,0,0,0,1,4,0,0
676,34,0,0,0,6,9,0,0
677,27,0,0,0,4,1,0,0
678,50,0,0,0,2,3,0,0
679,30,0,0,0,1,1,0,0
680,38,0,0,0,3,5,0,0
681,24,0,0,0,1,0,0,0
682,27,1,0,0,8,2,0,0
683,34,0,0,0,1,0,0,0
684,45,0,0,0,2,16,0,0
685,46,0,0,0,10,2,1,0
686,41,0,0,0,1,0,1,0
687,20,0,0,1,8,0,1,1
688,27,0,0,0,8,13,1,1
689,51,0,0,0,8,16,0,0
691,26,0,0,0,6,1,1,0
692,29,0,0,0,5,3,1,0
693,52,0,0,0,5,6,1,0
694,28,0,0,0,4,1,1,1
696,34,0,0,0,7,4,1,0
697,55,0,0,0,3,5,1,0
698,46,0,0,0,2,2,0,0
699,59,0,0,0,1,0,0,0
700,26,1,1,0,9,10,1,1
701,28,0,0,0,10,5,0,0
703,63,0,0,0,1,2,0,0
704,42,0,0,0,1,0,0,0
705,21,0,0,0,3,1,0,0
706,57,0,0,0,1,2,0,0
707,23,1,2,2,6,6,1,1
708,54,0,0,0,9,28,1,0
709,35,0,0,1,7,8,1,0
710,42,0,0,0,1,1,0,0
711,24,1,0,0,9,6,1,0
712,54,0,0,0,1,2,0,0
713,58,0,0,0,6,12,1,0
714,40,0,0,0,1,1,0,0
715,23,0,0,1,5,1,1,0
716,35,0,0,0,2,1,0,0
717,53,0,0,0,6,17,0,0
718,20,0,0,0,10,1,1,1
719,24,0,0,0,4,1,0,0
720,51,0,0,0,1,0,0,0
722,37,0,0,0,2,3,0,0
723,46,0,0,0,1,0,0,0
724,47,0,0,0,1,3,0,0
725,44,0,0,0,4,3,0,0
726,34,0,0,0,6,4,1,0
727,56,0,0,0,1,0,0,0
728,34,0,0,0,1,4,1,0
729,59,0,0,0,1,1,1,0
730,35,0,0,0,6,0,0,0
731,58,0,0,0,1,1,0,0
732,29,0,0,0,4,2,0,0
733,53,0,0,0,1,1,0,0
734,35,0,0,0,5,0,0,0
735,29,0,0,0,3,1,0,0
736,30,0,0,0,1,4,0,0
737,24,0,0,1,9,6,1,1
738,21,0,0,4,9,2,1,1
739,26,0,0,0,9,2,0,0
740,50,0,0,0,7,5,1,0
742,33,0,0,0,9,0,0,0
743,26,0,0,0,2,1,0,0
744,49,2,0,1,7,18,0,0
745,30,0,0,0,2,0,0,0
746,31,1,0,0,5,6,0,0
747,37,0,0,0,3,5,0,0
749,60,0,0,0,4,5,0,0
750,29,0,0,0,9,6,1,0
751,55,0,0,0,1,0,0,0
752,29,0,0,0,4,0,1,1
753,54,0,0,0,1,0,0,0
754,29,0,0,0,4,4,1,1
755,29,0,0,0,8,12,0,0
756,59,0,0,0,1,0,0,0
757,38,0,0,0,5,0,0,0
758,22,0,0,0,5,2,1,0
759,27,0,0,0,-1,1,0,0
760,29,0,0,0,7,4,1,1
762,27,0,0,0,3,1,1,0
763,26,0,0,0,5,7,1,0
764,52,0,0,0,3,20,0,0
765,66,0,0,0,6,33,1,0
768,22,0,0,0,10,0,0,0
769,27,0,0,0,5,2,0,0
770,51,0,0,0,1,1,0,0
771,35,0,0,0,2,1,0,0
772,71,0,0,0,1,2,0,0
773,36,0,0,0,1,0,0,0
774,26,0,0,0,7,1,0,0
775,52,0,0,0,3,4,0,0
777,39,0,0,0,1,4,0,0
778,30,0,0,0,5,1,0,0
779,35,0,0,0,2,12,0,0
780,25,2,0,1,8,2,0,0
781,48,0,0,0,5,12,0,0
782,55,0,0,0,9,1,0,0
783,62,0,0,0,1,0,0,0
784,34,0,0,0,6,4,0,0
785,26,0,0,0,2,0,0,0
786,48,0,0,0,1,0,0,0
787,30,0,0,0,4,7,0,0
788,28,0,0,0,1,2,0,0
789,33,0,0,0,3,2,0,0
790,34,0,0,0,4,6,0,0
791,22,0,0,0,9,1,0,0
792,25,0,0,0,1,0,0,0
793,59,0,0,0,7,10,1,0
794,29,0,0,0,5,5,1,0
795,42,0,0,0,1,0,0,0
796,24,0,0,0,2,0,0,0
797,58,0,0,0,1,0,0,0
798,48,0,0,0,7,1,1,0
799,54,0,0,0,1,2,0,0
800,55,0,0,0,8,0,1,1
801,30,0,0,1,2,0,0,0
802,24,0,0,0,5,3,0,0
803,52,0,0,0,5,4,0,0
804,20,0,0,0,4,0,1,0
805,25,0,0,0,4,4,1,0
806,24,0,0,0,2,0,0,0
807,23,0,0,0,9,0,0,0
808,27,0,1,3,4,6,1,0
809,53,0,0,0,1,1,0,0
810,25,0,1,0,3,1,1,0
811,29,0,0,0,2,0,0,0
812,31,0,0,0,2,0,0,0
813,25,0,1,0,4,6,1,0
814,32,0,0,0,1,1,1,1
815,21,0,0,0,3,0,1,0
816,45,0,0,0,5,10,0,0
817,37,0,0,0,1,1,0,0
818,25,0,0,0,3,0,0,0
819,21,0,0,0,3,0,0,0
820,32,1,1,0,10,20,0,0
821,35,0,0,0,7,0,0,0
822,34,1,0,0,10,28,0,0
823,42,0,0,0,7,14,1,0
825,24,0,0,1,10,9,1,1
826,26,0,0,0,2,1,0,0
827,35,0,0,0,7,6,0,0
828,26,0,0,0,9,0,0,0
829,22,1,0,4,10,6,1,0
830,21,0,0,0,6,0,1,0
831,47,0,0,0,1,1,0,0
832,71,0,0,0,1,0,0,0
