person_id,age,juv_fel_count,juv_misd_count,juv_other_count,decile_score,priors_count,is_recid,is_violent_recid
2645,48,0,0,0,6,9,0,0
2661,44,0,0,0,7,11,1,0
2690,53,0,0,0,1,4,1,0
2697,50,0,0,0,9,11,0,0
2705,26,0,0,0,4,1,0,0
2720,41,0,0,0,1,1,0,0
2721,25,20,0,0,10,24,1,1
2722,35,0,1,0,9,12,0,0
2737,26,0,0,0,8,9,1,1
2742,27,0,0,0,7,3,1,0
2762,21,0,0,0,7,3,1,0
2766,28,0,0,0,8,8,1,0
2791,46,0,0,0,7,0,0,0
2815,55,0,0,0,3,6,0,0
2826,23,0,0,0,7,1,0,0
2835,29,0,0,0,6,10,1,0
2838,27,0,0,0,4,0,0,0
2851,39,0,0,0,5,6,0,0
2861,30,0,0,0,2,9,0,0
2868,24,0,0,0,7,0,0,0
2874,33,0,0,0,2,2,1,0
2875,33,0,0,0,9,10,1,0
2898,31,0,0,0,3,0,0,0
2903,31,0,0,1,1,2,1,0
2934,25,0,0,0,3,1,1,0
2948,29,0,0,0,1,0,0,0
2950,32,0,0,1,10,5,0,0
2978,21,0,0,3,9,2,0,0
2989,69,0,0,0,1,0,0,0
2996,21,0,0,0,4,0,0,0
2999,66,0,0,0,6,14,0,0
3012,28,0,0,0,1,0,0,0
3025,42,0,0,0,5,2,0,0
3035,25,0,0,0,4,4,0,0
3036,33,0,0,0,1,0,0,0
3037,21,0,0,0,5,1,0,0
3043,34,0,0,0,7,3,0,0
3060,36,0,0,0,2,1,0,0
3076,60,0,0,0,1,1,0,0
3078,33,0,0,0,2,1,0,0
3098,48,0,0,0,5,10,0,0
3106,33,0,0,0,2,0,0,0
3111,28,4,0,0,9,6,0,0
3122,46,0,0,1,4,2,1,0
3123,22,0,0,0,7,0,0,0
3134,24,0,0,0,4,1,1,1
3145,30,0,1,1,5,7,1,0
3148,33,0,0,0,1,0,0,0
3151,34,0,0,0,9,9,0,0
3166,20,0,0,0,2,0,1,0
3168,25,2,0,0,10,4,1,0
3170,27,0,0,0,8,0,1,0
3173,60,0,0,0,1,2,0,0
3197,27,0,0,0,2,0,0,0
3201,50,0,0,0,2,1,0,0
3207,61,0,0,0,1,0,0,0
3228,37,3,0,0,10,17,0,0
3238,29,0,0,1,10,11,1,0
3247,34,0,0,0,6,1,0,0
3267,27,0,0,0,2,0,0,0
3268,25,0,2,0,7,5,1,0
3285,46,0,0,0,5,5,1,0
3296,42,0,0,0,3,0,0,0
3298,31,0,0,0,5,6,0,0
3302,25,0,0,0,5,2,1,0
3304,40,0,0,0,2,3,0,0
3314,30,0,0,0,4,2,0,0
3337,32,0,0,0,8,14,1,0
3339,59,0,0,0,1,0,0,0
3352,34,0,0,0,2,0,0,0
3361,26,0,0,0,6,1,0,0
3364,21,0,0,0,3,1,0,0
3375,52,0,0,0,7,9,1,0
3380,45,0,0,0,4,1,0,0
3385,50,1,0,0,9,7,0,0
3406,21,0,0,0,8,0,1,1
3408,19,0,0,0,3,0,1,0
3415,31,0,0,0,5,2,1,0
3436,47,0,0,0,1,0,0,0
3437,21,0,0,0,6,0,0,0
3442,29,0,0,0,8,11,1,0
3461,51,0,0,0,1,2,0,0
3464,24,0,0,1,5,1,1,0
3469,22,0,0,0,2,1,0,0
3473,37,0,0,0,2,0,0,0
3476,28,0,0,0,8,6,1,0
3494,22,0,0,0,10,8,0,0
3495,34,0,0,0,6,1,0,0
3496,35,0,0,0,1,1,0,0
3498,31,0,0,0,4,7,1,0
3506,26,0,0,0,8,7,0,0
3511,23,0,0,0,3,0,0,0
3538,21,0,0,0,2,1,0,0
3543,39,0,0,0,1,4,1,0
3567,34,2,0,0,10,16,0,0
3568,36,0,0,0,7,9,0,0
3577,38,0,0,0,3,4,0,0
3580,47,0,0,0,8,10,0,0
3591,27,0,0,0,3,2,0,0
3602,35,0,0,0,8,10,1,1
3610,45,0,0,0,6,1,0,0
3614,26,0,0,0,9,1,1,0
3616,48,1,0,0,7,10,1,0
3623,24,0,0,0,8,4,0,0
3629,21,0,0,0,7,0,1,0
3663,33,0,0,0,6,8,1,0
3672,29,0,0,0,9,9,0,0
3680,26,0,0,0,4,1,0,0
3685,36,0,0,0,9,1,1,1
3697,54,0,0,0,1,0,0,0
3702,46,0,0,0,8,5,1,0
3719,23,0,1,0,9,2,0,0
3722,23,0,0,0,7,1,1,0
3723,25,0,0,0,3,0,0,0
3734,32,0,0,0,4,1,0,0
3749,32,0,0,0,8,1,1,0
3764,35,0,0,0,9,1,0,0
3771,25,0,1,2,9,5,1,0
3796,54,0,0,0,3,6,0,0
3832,40,0,0,0,2,2,0,0
3840,28,1,1,0,10,5,0,0
3842,35,0,0,0,1,2,0,0
3874,29,0,0,0,1,0,0,0
3876,24,0,0,0,3,0,0,0
3877,23,0,0,0,7,1,0,0
3890,37,2,0,0,3,11,0,0
3894,39,0,0,0,1,0,0,0
3931,34,0,0,0,5,3,0,0
3933,33,0,0,0,9,5,1,0
3942,38,0,0,0,1,1,1,0
3987,25,0,0,0,5,2,1,0
4000,26,0,0,1,9,12,1,0
4033,26,0,0,0,8,0,0,0
4036,31,0,1,0,5,3,0,0
4039,33,0,0,0,4,1,0,0
4054,22,0,0,0,3,0,0,0
4063,28,0,0,0,4,4,1,0
4080,23,0,0,0,5,0,0,0
4099,20,0,0,0,4,1,0,0
4134,51,0,0,0,6,8,1,0
4135,27,0,0,0,3,5,1,0
4137,23,0,0,0,8,3,1,0
4159,41,0,0,0,2,1,1,0
4166,38,0,0,0,3,9,0,0
4174,36,0,0,0,6,1,0,0
4190,30,0,1,0,6,9,1,0
4192,25,0,1,1,8,3,1,0
4196,32,0,0,0,3,0,0,0
4197,47,0,0,0,2,0,0,0
4232,36,0,0,0,5,5,1,1
4257,30,0,0,0,7,4,1,1
4260,26,0,1,0,5,5,0,0
4272,47,0,0,0,1,0,0,0
4278,45,0,0,0,7,4,0,0
4310,21,0,0,0,5,1,1,0
4328,23,0,0,0,8,0,1,1
4339,41,0,0,0,10,19,1,1
4344,40,0,0,0,1,0,0,0
4352,51,0,0,0,1,2,0,0
4357,37,0,0,0,7,1,1,0
4358,64,0,0,0,1,0,0,0
4379,38,0,0,0,1,1,0,0
4383,53,0,0,0,7,18,1,0
4409,32,1,0,0,10,11,1,0
4421,53,0,0,0,2,10,1,0
4430,25,0,0,0,3,2,1,1
4433,32,0,0,0,2,1,0,0
4449,56,0,0,0,1,0,0,0
4450,21,0,0,0,3,0,0,0
4451,49,0,0,0,1,1,0,0
4457,30,0,0,0,4,5,1,0
4466,34,0,0,0,7,1,1,1
4469,58,0,0,0,1,0,0,0
4478,56,0,0,0,8,24,0,0
4479,33,0,0,0,1,2,0,0
4492,20,0,0,0,4,0,0,0
4506,34,3,0,0,10,8,0,0
4511,59,0,0,0,1,1,0,0
4526,28,0,0,0,5,5,1,0
4527,37,0,0,0,1,0,0,0
4549,44,0,0,0,3,2,0,0
4560,37,0,0,0,1,1,0,0
4575,21,0,0,1,4,1,0,0
4597,33,0,0,0,2,3,0,0
4624,32,0,0,0,8,2,1,1
4632,20,0,0,0,8,2,0,0
4636,20,0,0,0,6,1,1,0
4662,32,0,0,0,2,0,0,0
4669,25,0,0,0,4,1,0,0
4674,20,0,0,0,3,0,1,0
4685,32,0,0,0,6,9,1,0
4692,47,0,0,0,1,0,0,0
4694,44,0,0,0,4,2,0,0
4697,23,0,0,0,3,0,0,0
4713,22,0,0,0,6,0,0,0
4719,29,0,0,0,1,0,0,0
4724,64,0,0,0,1,1,1,0
4732,21,0,0,0,5,0,1,0
4745,31,0,0,0,5,3,0,0
4749,47,0,0,0,1,1,0,0
4753,33,0,0,0,1,0,0,0
4769,40,0,0,0,3,1,0,0
4776,38,0,0,0,2,3,1,0
4778,67,0,0,0,1,0,1,0
4780,23,0,0,0,6,2,0,0
4812,22,0,0,0,9,0,0,0
4816,37,0,0,0,7,2,0,0
4819,47,0,0,0,1,0,0,0
4822,27,0,0,0,10,5,0,0
4855,54,0,0,0,1,6,0,0
4862,24,0,0,0,8,3,1,1
4871,51,0,0,0,3,3,1,0
4888,59,0,0,0,3,3,1,0
4892,24,0,0,3,2,1,0,0
4909,25,0,0,0,2,0,0,0
4915,22,0,0,0,5,1,0,0
4927,25,0,0,0,7,4,1,0
4935,28,0,2,0,10,21,1,1
4968,68,0,0,0,2,1,0,0
4993,52,0,0,0,4,3,0,0
4996,27,0,0,0,1,1,0,0
4997,47,0,0,0,1,0,0,0
5003,25,0,1,0,8,4,1,0
5014,27,0,0,0,8,6,1,0
5019,30,0,0,0,9,8,1,0
5027,27,0,0,0,4,6,1,0
5029,22,0,0,0,3,0,0,0
5036,21,0,0,11,10,2,0,0
5038,34,0,0,0,8,3,0,0
5046,23,0,0,0,7,0,0,0
5057,49,0,0,0,1,1,0,0
5069,24,1,0,0,10,2,1,0
5073,55,0,0,0,2,12,0,0
5074,33,0,0,0,1,1,1,0
5077,28,0,0,0,7,9,0,0
5095,26,0,0,0,4,3,0,0
5136,37,0,0,0,5,1,1,0
5153,37,1,8,5,8,23,1,0
5154,36,0,2,1,10,25,1,0
5170,22,0,0,0,2,0,1,0
5172,26,0,0,0,7,7,0,0
5204,31,0,2,0,8,10,0,0
5221,36,0,0,0,7,3,0,0
5224,25,0,0,0,8,0,1,0
5225,24,0,0,0,7,1,1,0
5250,32,0,0,0,1,0,0,0
5255,35,0,0,0,1,1,0,0
5274,21,0,0,0,9,0,1,0
5278,21,0,0,0,8,0,1,0
5300,32,0,0,0,8,5,0,0
5302,26,0,0,0,3,0,0,0
5303,54,0,0,0,5,26,0,0
5334,38,1,0,0,7,8,0,0
5335,52,0,0,0,2,7,0,0
5355,55,0,0,0,1,2,0,0
5364,27,0,0,0,5,0,0,0
5390,21,0,0,0,9,0,1,0
5395,27,0,0,0,7,2,1,0
5400,25,0,1,0,7,9,0,0
5403,32,0,0,0,10,8,1,0
5405,41,0,0,0,5,5,0,0
5412,43,0,0,0,4,8,1,0
5417,37,0,0,0,1,0,0,0
5426,39,0,0,0,10,21,0,0
5441,56,0,0,0,4,0,0,0
5442,25,0,0,0,9,28,1,0
5443,25,1,0,0,9,2,1,0
5455,32,0,0,1,2,4,0,0
5459,48,0,0,0,1,0,0,0
5462,57,0,0,0,4,3,0,0
5489,24,0,0,0,8,7,1,0
5501,33,0,0,0,5,3,1,0
5513,50,0,0,0,9,3,0,0
5517,36,0,0,0,4,0,0,0
5530,30,0,0,0,1,1,0,0
5534,35,0,0,0,2,5,0,0
5536,45,0,0,0,9,1,0,0
5540,32,0,0,0,7,3,0,0
5551,38,0,0,0,6,11,0,0
5558,25,0,0,0,3,1,0,0
5563,33,0,0,0,6,0,1,1
5571,29,0,0,0,6,7,0,0
5574,27,0,0,0,7,2,1,0
5590,30,0,0,0,3,1,0,0
5618,51,0,0,0,1,1,0,0
5622,55,0,0,0,3,5,0,0
5634,39,0,0,0,1,0,0,0
5646,23,0,0,0,6,6,1,1
5648,36,0,0,0,6,7,0,0
5662,28,0,0,0,2,14,0,0
5689,22,0,0,0,4,1,1,0
5728,30,0,0,0,2,1,0,0
5737,28,0,0,0,3,0,0,0
5763,30,0,0,0,2,0,0,0
5765,51,1,0,1,9,19,0,0
5766,42,0,0,0,9,3,0,0
5776,26,0,0,0,3,1,0,0
5784,35,0,0,0,5,3,1,1
5794,33,0,0,0,1,0,0,0
5799,23,0,0,0,7,3,1,1
5807,39,0,0,0,4,1,0,0
5813,42,0,0,0,1,0,1,0
5826,45,0,0,0,1,0,0,0
5842,29,0,0,1,10,16,1,0
5858,29,0,0,0,2,0,0,0
5860,51,0,0,0,1,0,0,0
5876,37,0,0,0,3,2,0,0
5889,52,0,0,0,1,2,1,0
5903,29,0,0,0,6,1,0,0
5904,26,0,0,0,8,4,1,0
5918,38,0,0,0,7,2,1,1
5923,29,0,0,0,2,2,0,0
5937,25,0,0,0,2,0,1,1
5948,60,0,0,0,1,1,0,0
5949,33,0,1,0,9,10,0,0
5965,24,0,0,1,8,7,1,0
5986,20,0,0,0,4,0,0,0
5988,23,0,0,0,3,0,0,0
5997,24,0,0,0,6,1,0,0
6042,37,0,0,0,4,4,1,0
6048,31,0,0,0,8,6,0,0
6051,23,0,0,2,7,1,0,0
6082,53,0,0,0,5,26,1,0
6096,20,0,0,1,9,1,1,0
6111,48,0,0,0,1,0,0,0
6115,44,0,0,0,1,0,0,0
6139,27,0,0,0,10,1,0,0
6143,55,0,0,0,4,5,1,1
6147,22,0,0,0,6,0,1,0
6150,33,0,0,0,2,0,0,0
6156,37,0,0,0,1,4,0,0
6159,31,0,0,0,10,15,0,0
6162,36,0,0,0,3,2,0,0
6166,20,0,0,0,5,1,1,0
6185,27,0,0,0,9,3,1,0
6195,24,0,1,0,5,3,1,0
6203,26,0,0,0,3,1,1,0
6217,42,0,0,0,1,0,0,0
6219,36,0,0,0,8,4,0,0
6235,24,0,0,0,2,0,0,0
6236,33,0,0,0,1,0,0,0
6247,42,0,0,0,7,17,1,0
6277,51,1,0,0,8,8,0,0
6281,27,0,0,0,4,5,0,0
6287,32,0,0,0,1,0,0,0
6291,25,0,0,0,6,1,0,0
6293,44,0,0,0,1,0,0,0
6325,27,0,0,2,2,2,0,0
6330,26,0,0,0,5,2,0,0
6333,32,0,0,0,5,0,0,0
6335,25,0,0,0,2,0,0,0
6357,54,0,0,0,5,13,0,0
6372,26,0,0,0,6,4,1,1
6376,60,0,0,0,1,2,0,0
6404,25,0,0,0,3,0,0,0
6407,35,0,0,0,4,1,0,0
6418,24,0,0,0,5,3,0,0
6423,58,0,0,0,6,12,0,0
6425,30,0,0,0,2,2,0,0
6439,25,0,0,0,9,5,1,1
6441,36,0,0,0,5,4,0,0
6447,23,0,0,0,4,0,0,0
6452,39,0,0,0,8,11,0,0
6457,35,0,0,0,6,0,0,0
6458,36,0,0,0,2,0,0,0
6466,53,0,0,0,1,0,0,0
6472,25,0,0,0,4,3,0,0
6474,42,0,0,0,2,0,0,0
6492,30,0,0,0,2,1,0,0
6495,29,0,0,0,1,0,0,0
6504,39,0,1,1,10,8,1,0
6513,61,0,0,0,4,13,1,0
6518,28,0,0,0,5,1,0,0
6525,51,0,0,0,1,1,1,1
6528,29,1,2,0,6,6,1,0
6536,59,0,0,0,1,3,0,0
6546,28,0,0,0,8,2,0,0
6557,59,0,0,0,6,5,0,0
6558,66,0,0,0,1,1,1,0
6562,44,0,0,0,1,0,0,0
6580,49,0,0,0,1,0,0,0
6597,34,1,0,0,9,10,1,1
6603,24,0,0,0,9,15,1,1
6626,26,0,0,0,2,0,0,0
6627,41,0,0,0,1,1,0,0
6631,43,0,0,0,5,0,1,0
6643,27,0,0,0,3,1,0,0
6679,26,0,0,0,7,4,1,1
6686,36,0,0,0,2,1,1,0
6693,25,0,0,0,3,0,0,0
6698,27,0,0,0,8,12,1,1
6702,38,0,0,0,1,0,0,0
6707,29,0,0,0,1,0,0,0
6713,34,0,0,0,2,0,0,0
6736,25,0,1,3,9,6,0,0
6738,44,0,0,0,7,4,0,0
6745,29,0,0,0,2,0,0,0
6754,23,0,0,0,4,0,0,0
6765,61,0,0,0,1,1,0,0
6767,54,0,0,0,1,0,0,0
6769,40,0,0,0,2,0,0,0
6778,22,1,0,0,7,1,0,0
6779,32,0,0,0,1,0,0,0
6780,34,0,0,0,1,1,0,0
6808,32,0,0,0,1,0,0,0
6812,24,0,0,1,4,1,0,0
6818,51,0,0,0,4,0,1,0
6860,21,0,0,0,8,0,1,0
6892,20,0,0,1,4,1,1,0
6923,31,0,0,0,3,0,0,0
6925,25,0,0,0,3,1,0,0
6932,22,0,0,0,7,3,1,0
6935,21,0,1,0,5,1,1,1
6951,33,0,0,0,2,0,0,0
6952,21,0,0,0,5,0,0,0
6960,31,0,0,0,1,0,0,0
6968,31,0,0,1,6,10,1,0
6975,23,0,1,0,9,4,1,1
6995,55,0,0,0,5,18,0,0
7033,22,0,0,0,7,2,1,0
7034,28,0,0,0,3,2,1,1
7051,56,0,0,0,1,1,0,0
7060,35,2,0,0,8,9,0,0
7092,38,0,0,0,1,2,0,0
7106,23,0,0,0,4,0,0,0
7111,47,0,0,0,3,3,1,0
7112,55,0,0,0,7,10,1,1
7117,55,0,0,0,1,0,1,0
7133,27,0,0,0,8,9,0,0
7136,26,0,0,0,10,3,1,1
7146,51,0,0,0,1,1,0,0
7167,40,0,0,0,5,2,0,0
7180,37,0,0,0,4,4,0,0
7190,28,0,0,0,3,1,1,0
7195,23,0,0,0,8,1,0,0
7202,32,0,0,0,10,2,0,0
7213,37,0,0,0,6,2,0,0
7230,44,0,0,0,10,4,0,0
7238,53,0,0,0,1,0,0,0
7247,24,0,0,0,5,2,1,0
7250,56,0,0,0,4,9,0,0
7262,36,0,0,0,8,6,0,0
7265,64,0,0,0,6,13,0,0
7272,56,0,0,0,5,16,0,0
7279,28,0,0,0,3,1,1,1
7287,35,2,0,0,8,4,0,0
7297,32,0,0,0,9,2,0,0
7307,29,0,0,6,10,6,0,0
7325,26,0,0,0,3,2,0,0
7326,24,0,0,0,8,3,1,0
7351,40,0,0,0,5,0,0,0
7352,50,0,0,0,5,16,0,0
7354,49,0,0,0,2,4,0,0
7370,57,0,0,0,7,8,1,1
7373,40,0,0,0,9,15,1,1
7420,29,0,0,0,2,0,1,1
7431,22,0,0,0,3,0,0,0
7465,22,0,0,0,3,0,0,0
7481,21,0,0,1,8,0,1,1
7502,41,0,0,0,4,11,1,0
7507,53,0,0,0,1,0,0,0
7516,35,0,0,0,8,0,1,0
7520,23,0,0,0,6,0,0,0
7522,36,0,0,0,2,7,1,0
7525,26,0,0,0,4,2,0,0
7540,31,0,0,0,8,6,1,0
7543,19,2,0,0,8,2,1,0
7567,30,0,0,0,6,3,0,0
7579,29,0,0,0,2,7,0,0
7596,29,3,0,0,2,6,0,0
7602,31,0,0,1,7,11,1,0
7611,46,0,0,0,7,26,1,0
7612,59,0,0,0,1,2,1,0
7618,32,0,0,0,1,0,0,0
7629,45,0,0,0,6,6,0,0
7657,39,0,0,0,2,2,0,0
7664,25,0,0,0,4,3,0,0
7673,60,0,0,0,1,1,0,0
7679,58,0,0,0,3,2,1,0
7696,31,0,0,0,4,9,0,0
7704,29,0,0,0,7,0,0,0
7732,53,0,0,0,2,5,1,0
7735,51,0,0,0,2,1,0,0
7758,46,0,0,0,1,0,1,0
7759,22,0,0,1,7,0,1,0
7762,27,0,0,0,7,1,1,0
7772,24,0,0,1,6,1,1,0
7774,28,0,0,0,10,6,1,0
7779,37,0,0,0,1,0,0,0
7807,34,0,0,0,8,13,1,1
7834,33,0,0,0,2,1,0,0
