person_id,age,juv_fel_count,juv_misd_count,juv_other_count,decile_score,priors_count,num_r_cases,vr_charge_degree
1576,42,1,0,1,8,13,1,
1579,55,0,0,0,1,0,,
1580,27,0,0,0,1,0,,
1581,46,0,0,0,4,5,,
1587,55,0,0,0,1,2,,
1606,31,0,0,0,8,0,,
1608,50,0,0,0,6,30,1,
1626,26,0,0,0,3,0,5,
1631,47,0,0,0,3,1,1,(M1)
1656,40,0,0,0,2,0,,
1664,25,0,0,0,8,2,,
1677,51,0,0,0,2,0,,
1690,31,0,0,0,1,0,,
1705,30,0,0,0,5,10,,
1707,24,0,0,0,2,0,,
1708,23,0,0,1,3,1,,
1714,27,0,0,0,10,1,,
1716,26,0,0,0,4,11,,
1723,42,0,0,0,10,0,,
1731,50,0,0,0,1,1,,
1737,34,0,0,0,9,14,,
1750,23,0,0,0,3,0,2,
1759,41,0,0,0,9,17,1,(F3)
1770,23,0,0,0,2,2,1,
1777,21,1,2,2,7,3,1,(M1)
1786,41,2,1,0,9,9,1,
1805,25,0,0,1,5,4,1,
1813,31,0,0,0,2,4,,
1864,38,0,0,0,2,1,,
1879,22,0,0,0,9,0,,
1888,33,0,0,0,5,6,,
1900,30,0,0,0,5,10,1,(M1)
1917,58,0,0,0,3,2,,
1926,45,0,0,0,2,5,,
1935,38,0,0,0,2,0,,
1945,28,0,0,0,2,0,,
1947,32,0,0,0,2,7,,
1949,47,0,0,0,5,1,,
1954,37,0,0,0,1,1,1,
1975,38,0,0,0,1,2,,
2004,26,0,0,0,5,0,,
2013,23,0,0,0,3,0,,
2029,43,0,0,0,3,2,,
2030,25,0,0,0,5,0,,
2032,22,0,0,0,6,2,,
2047,26,0,0,0,5,6,7,
2048,21,2,0,1,10,2,1,
2049,29,0,0,0,4,1,1,
2050,26,0,0,0,4,0,,
2054,25,0,0,0,2,0,,
2057,25,0,3,1,9,15,1,(F1)
2072,66,0,0,0,1,1,,
2077,28,0,0,0,7,1,,
2104,56,0,0,0,1,9,,
2112,57,0,0,0,1,0,,
2129,20,0,0,2,4,0,2,(F2)
2138,34,0,2,1,10,19,1,
2139,48,0,0,0,1,0,,
2145,21,2,0,0,9,2,,
2149,33,0,0,0,1,0,1,
2160,34,0,0,0,6,7,,
2177,34,0,0,0,8,2,,
2192,24,0,0,0,2,2,,
2208,32,0,0,0,7,2,1,(M1)
2219,32,0,0,0,1,0,,
2235,30,0,0,0,7,6,,
2242,23,0,0,0,6,0,,
2259,36,0,0,0,3,5,,
2263,28,0,0,0,3,2,,
2274,54,0,0,0,4,14,2,(F3)
2290,32,0,0,0,2,1,1,
2297,21,0,0,0,8,5,1,(F2)
2318,22,0,0,0,5,0,1,
2358,34,0,0,0,1,0,,
2363,41,0,0,0,1,5,,
2377,37,0,0,0,2,2,,
2381,48,0,0,0,1,1,1,
2383,29,0,0,0,1,0,,
2389,34,0,0,0,1,3,,
2397,20,0,0,1,8,0,,
2398,56,0,0,0,1,1,,
2399,32,0,0,0,5,2,1,
2435,67,0,0,0,1,3,,
2439,46,0,0,0,5,1,,
2442,24,0,2,1,9,8,1,(F2)
2457,32,0,0,0,1,0,,
2467,44,0,0,0,6,6,,
2468,32,0,0,0,1,2,,
2472,28,0,0,2,8,9,,
2473,26,0,0,0,6,3,,
2514,35,0,1,0,9,23,2,
2534,49,0,0,0,1,1,1,
2544,44,0,0,0,9,13,1,
2560,21,0,0,0,9,0,1,(M1)
2573,44,0,0,0,6,4,1,
2597,31,0,0,0,4,7,,
2602,47,0,0,0,2,6,,
2620,25,0,0,1,9,7,1,
2628,22,0,0,0,7,0,,
2643,32,0,0,0,1,0,,
2646,36,0,0,0,6,9,,
2649,66,0,0,0,1,1,,
2664,27,0,0,0,8,0,1,(F2)
2668,35,0,1,0,4,3,,
2670,63,0,0,0,1,0,,
2679,43,0,0,0,2,0,,
2697,50,0,0,0,9,11,,
2707,36,0,0,0,7,6,,
2714,45,0,0,0,6,1,,
2717,31,0,0,0,2,5,,
2740,32,0,0,0,3,8,1,
2747,23,0,0,0,7,2,2,
2759,32,0,0,2,7,6,,
2770,22,0,0,0,4,0,,
2788,54,0,0,0,1,0,,
2796,53,0,0,0,2,3,,
2799,23,0,0,0,8,4,,
2808,31,0,0,0,3,1,1,
2822,35,0,0,0,7,0,,
2829,25,0,0,1,3,1,,
2844,20,0,0,0,10,3,4,
2874,33,0,0,0,2,2,3,
2913,30,0,3,0,10,18,,
2916,21,0,0,0,7,1,,
2924,25,0,0,0,7,1,,
2925,62,0,0,0,1,0,,
2928,35,0,0,0,2,1,,
2934,25,0,0,0,3,1,1,
2945,47,0,0,0,1,0,,
2954,21,0,0,0,4,0,,
2970,37,0,0,0,2,0,,
2988,57,0,0,0,1,2,,
2990,55,0,0,0,1,0,,
3014,22,0,0,1,7,1,1,
3020,46,0,0,0,9,2,,
3026,52,0,0,0,4,3,,
3051,51,0,0,0,1,0,,
3057,25,0,0,0,7,4,3,
3076,60,0,0,0,1,1,,
3092,31,0,0,0,2,1,,
3109,27,0,0,0,2,0,,
3115,40,0,0,0,4,7,,
3117,23,0,0,0,6,3,1,
3134,24,0,0,0,4,1,1,(M1)
3143,25,0,0,0,8,6,2,
3163,39,0,0,0,3,0,,
3164,27,0,2,1,6,13,1,
3188,51,0,0,0,1,2,,
3197,27,0,0,0,2,0,,
3203,24,0,0,0,8,0,,
3219,31,0,0,0,1,0,,
3228,37,3,0,0,10,17,,
3230,46,0,0,0,4,4,,
3240,25,0,0,0,7,5,,
3242,23,1,0,0,7,2,,
3259,45,0,0,0,10,15,1,
3278,25,0,0,0,10,4,2,
3281,30,0,0,0,4,3,2,(F3)
3292,38,0,0,0,4,3,,
3302,25,0,0,0,5,2,1,
3305,49,0,0,0,2,3,1,
3317,32,0,0,0,9,18,,
3359,31,0,2,0,9,15,1,
3361,26,0,0,0,6,1,,
3373,33,0,0,0,1,1,,
3386,35,0,0,0,5,6,4,(M2)
3390,48,0,0,0,1,0,,
3399,35,3,0,0,10,13,,
3401,46,0,0,0,1,3,1,
3409,22,0,0,0,6,0,,
3425,24,1,0,0,10,6,1,
3447,52,0,0,0,1,2,,
3465,49,0,0,0,1,2,,
3480,53,0,0,0,2,1,,
3483,39,0,0,0,1,0,,
3489,24,0,0,0,9,1,,
3500,25,0,0,0,6,2,,
3503,24,0,0,0,8,2,,
3508,20,0,0,0,5,0,,
3515,40,0,0,0,1,4,,
3517,49,0,0,0,1,1,1,
3522,22,0,0,0,9,7,,
3537,26,0,0,0,6,4,,
3572,40,0,0,0,1,0,,
3592,25,0,0,0,1,1,,
3593,61,0,0,0,4,1,,
3610,45,0,0,0,6,1,,
3635,24,0,0,0,4,2,,
3656,22,0,0,0,9,0,,
3661,58,0,0,0,6,16,1,
3665,34,0,0,0,5,1,,
3667,26,0,0,0,5,1,,
3673,33,0,0,0,1,0,,
3675,37,0,0,0,6,9,2,(F2)
3687,45,0,0,0,1,13,1,
3701,61,0,0,0,4,30,,
3710,19,1,0,1,7,1,6,
3713,25,0,0,0,6,1,2,
3733,31,0,0,0,5,1,,
3739,55,0,0,0,1,1,,
3755,61,0,0,0,1,0,,
3775,41,0,0,0,2,6,,
3780,24,0,0,0,3,2,,
3787,27,0,0,0,7,1,1,
3798,20,0,0,0,5,0,,
3822,40,0,0,0,6,9,,
3825,45,0,0,0,2,2,,
3848,26,0,0,0,8,5,2,
3867,69,0,0,0,5,22,,
3870,30,0,0,0,10,9,2,(F3)
3890,37,2,0,0,3,11,,
3902,26,0,0,0,4,5,,
3906,29,0,0,0,8,13,1,
3910,25,0,0,0,5,5,1,
3912,35,0,0,0,2,4,,
3924,37,0,0,0,6,13,1,
3926,34,0,0,0,2,0,,
3929,19,0,0,0,4,0,2,
3941,37,0,0,0,3,0,,
3945,25,0,0,0,9,0,,
3955,34,0,0,0,1,0,,
3958,44,0,0,0,1,0,,
3969,21,1,0,0,10,1,1,
3983,29,0,0,0,6,1,,
3985,29,0,1,0,6,17,1,
3993,41,0,0,0,2,2,,
4015,26,0,0,0,8,9,,
4034,52,0,0,0,2,1,,
4061,52,0,0,0,1,0,,
4066,36,0,0,0,7,6,,
4077,27,0,1,0,8,7,,
4080,23,0,0,0,5,0,,
4102,22,0,1,0,9,2,,
4134,51,0,0,0,6,8,1,
4148,20,0,0,1,5,1,,
4175,27,0,0,0,5,6,,
4179,22,0,0,0,3,0,3,
4184,30,0,0,0,10,19,1,
4189,26,0,1,1,10,9,6,
4196,32,0,0,0,3,0,,
4203,34,0,0,0,4,2,,
4211,46,0,0,0,1,0,,
4230,31,0,0,0,10,0,,
4233,39,0,0,0,1,2,,
4243,27,0,0,0,8,5,,
4250,27,0,0,0,3,0,,
4263,47,0,0,0,1,1,,
4270,21,0,0,0,4,0,,
4276,21,0,0,0,4,0,1,(F2)
4280,29,0,0,0,9,1,,
4285,38,0,0,0,7,2,,
4288,51,0,0,0,1,2,,
4296,37,0,0,0,2,5,,
4304,28,0,0,0,9,10,,
4312,24,0,0,0,3,0,,
4313,26,0,0,0,8,2,,
4323,23,0,0,0,3,1,1,
4337,41,0,0,0,1,0,,
4348,24,0,0,0,6,0,5,
4359,23,0,0,0,5,2,,
4361,20,0,0,0,5,0,,
4365,43,0,0,0,5,1,,
4387,28,0,1,0,9,6,1,(F2)
4391,28,0,0,0,2,3,,
4399,27,0,0,0,2,1,,
4400,73,0,0,0,1,0,,
4408,42,0,0,0,1,3,,
4420,45,0,0,0,3,5,,
4426,43,0,0,0,2,0,,
4433,32,0,0,0,2,1,,
4449,56,0,0,0,1,0,,
4454,27,0,0,0,7,6,,
4478,56,0,0,0,8,24,,
4486,23,0,1,0,8,2,2,
4497,60,0,0,0,4,7,,
4504,18,3,0,0,9,2,2,
4505,22,0,0,0,6,0,,
4506,34,3,0,0,10,8,,
4517,22,0,0,0,4,0,,
4549,44,0,0,0,3,2,,
4576,30,0,0,0,3,1,,
4591,25,0,2,1,9,9,,
4597,33,0,0,0,2,3,,
4599,59,0,0,0,2,13,1,
4610,27,0,0,0,9,7,4,
4612,31,0,0,0,7,4,1,
4620,41,0,0,0,2,0,,
4625,27,0,0,0,6,5,,
4644,25,0,0,0,3,1,,
4646,21,0,0,0,7,0,,
4676,36,0,0,0,1,0,,
4683,29,0,0,0,1,0,,
4685,32,0,0,0,6,9,2,
4687,24,0,0,0,3,2,,
4690,25,0,0,0,2,0,,
4691,34,0,0,0,2,2,,
4712,56,0,0,0,2,6,,
4713,22,0,0,0,6,0,,
4742,27,0,0,0,2,0,,
4751,46,0,0,0,2,1,,
4763,24,0,0,2,3,1,,
4764,22,0,0,0,9,2,,
4794,28,0,0,0,7,9,1,
4795,57,0,0,0,8,2,,
4802,56,0,0,0,5,7,,
4807,61,0,0,0,2,2,,
4809,39,0,0,0,7,8,1,
4837,41,0,0,0,1,2,,
4841,55,0,0,0,1,0,,
4853,65,0,0,0,1,1,1,
4855,54,0,0,0,1,6,,
4856,31,0,0,0,2,0,,
4871,51,0,0,0,3,3,4,
4876,50,0,0,0,1,5,,
4888,59,0,0,0,3,3,2,
4892,24,0,0,3,2,1,,
4902,53,0,0,0,2,3,,
4905,31,0,0,0,7,1,,
4929,49,0,0,0,7,1,1,(M1)
4942,21,0,0,0,3,0,,
4944,21,0,0,1,8,0,1,
4945,27,0,0,0,5,2,2,
4962,31,0,0,0,2,1,,
4963,20,0,0,0,5,0,,
4980,29,0,0,0,3,1,,
5003,25,0,1,0,8,4,1,
5008,23,0,0,0,3,0,,
5015,25,0,0,0,2,0,2,
5018,21,0,0,1,10,2,,
5030,31,0,0,0,5,1,,
5054,23,0,0,0,4,0,1,
5062,37,0,0,0,6,7,1,
5064,28,0,0,0,2,2,1,(M1)
5079,26,0,0,0,2,3,,
5084,27,0,0,0,4,0,,
5106,25,0,0,1,5,6,1,
5114,50,0,0,0,7,26,2,
5127,25,0,0,0,4,0,,
5167,29,0,0,1,8,8,,
5177,37,0,0,0,1,3,1,
5178,31,0,0,0,5,3,,
5183,24,0,0,0,4,1,,
5189,39,0,0,0,4,1,,
5198,27,0,0,0,4,0,,
5256,25,0,0,0,7,4,,
5261,44,0,0,0,1,0,1,(M1)
5274,21,0,0,0,9,0,1,
5287,32,0,0,0,2,0,,
5296,38,0,0,0,10,18,,
5308,36,0,0,0,2,8,,
5362,32,0,0,0,1,0,,
5376,53,0,0,0,8,4,,
5379,27,0,1,0,8,11,,
5393,26,0,0,0,3,0,,
5398,23,0,0,0,8,0,,
5420,22,0,0,0,4,2,1,
5442,25,0,0,0,9,28,1,
5454,25,0,0,0,4,0,2,
5462,57,0,0,0,4,3,,
5477,34,0,0,0,2,0,,
5484,57,0,0,0,2,1,,
5486,36,0,0,0,5,6,,
5492,35,0,0,0,9,2,,
5500,72,0,0,0,4,7,,
5507,43,0,0,0,2,2,,
5508,30,0,0,0,4,1,,
5511,43,0,0,0,6,0,,
5518,31,0,0,0,1,1,2,
5521,47,0,0,0,1,0,,
5544,24,0,0,0,4,2,,
5545,31,0,0,0,8,4,1,
5546,56,0,0,0,1,0,,
5550,24,0,4,0,10,14,1,(F2)
5552,51,0,0,0,9,22,2,
5559,55,0,0,0,1,0,,
5565,39,0,0,0,4,0,,
5571,29,0,0,0,6,7,,
5581,50,0,0,0,2,2,,
5583,37,0,0,0,7,11,1,(M1)
5597,39,0,0,0,1,2,,
5600,25,0,0,0,5,0,1,
5604,33,0,0,0,5,8,,
5643,35,0,0,0,1,0,,
5654,42,0,0,0,5,0,,
5655,25,0,0,0,3,0,,
5662,28,0,0,0,2,14,,
5665,51,0,0,0,3,4,,
5674,25,0,0,1,4,0,,
5679,24,0,0,0,9,5,,
5685,38,0,0,0,5,1,,
5730,39,0,2,0,10,22,1,(F2)
5769,32,0,0,0,1,1,,
5774,57,0,0,0,1,1,,
5777,39,0,0,0,1,0,,
5799,23,0,0,0,7,3,2,(M1)
5815,40,0,0,0,1,0,,
5820,21,0,0,0,7,2,1,
5837,34,0,0,0,2,0,,
5853,27,0,0,0,4,0,1,
5859,46,0,0,0,1,0,,
5875,22,0,0,0,4,0,1,
5878,30,0,0,0,7,4,1,
5895,24,0,0,0,4,1,,
5908,25,0,0,0,2,1,1,
5911,39,1,0,0,6,6,,
5944,20,3,0,0,10,3,,
5952,31,0,0,1,9,6,,
5955,36,0,0,0,6,4,,
5967,40,0,0,0,10,13,2,(F3)
5982,25,0,0,0,4,0,1,
5996,29,0,0,0,8,29,1,
6013,29,0,0,0,2,2,,
6041,48,0,0,0,1,2,,
6046,49,2,0,0,3,13,,
6058,33,0,0,0,1,0,1,(M1)
6065,57,0,0,0,6,19,,
6068,24,0,0,0,3,2,,
6075,29,0,2,0,8,12,1,
6095,31,3,0,1,10,15,1,
6096,20,0,0,1,9,1,5,
6100,34,0,0,0,1,0,2,
6107,24,0,0,0,8,0,,
6108,29,0,0,0,5,0,1,
6113,46,0,0,0,6,1,1,
6116,26,0,0,0,6,3,1,
6119,25,0,0,0,10,5,,
6129,28,0,0,0,1,1,,
6131,60,0,0,0,1,3,,
6136,26,0,0,2,8,1,,
6153,29,0,0,0,5,0,,
6154,32,0,0,0,3,1,,
6165,34,0,0,0,2,5,1,(F2)
6204,33,0,0,0,2,3,,
6211,37,0,0,0,5,8,,
6225,26,0,0,1,3,0,,
6236,33,0,0,0,1,0,,
6240,50,0,0,0,1,0,,
6250,21,0,0,0,9,1,1,(M2)
6251,33,0,0,0,4,5,,
6253,36,0,0,0,2,1,,
6266,44,0,0,0,3,3,,
6285,34,0,0,0,3,0,1,
6292,56,0,0,0,1,3,,
6308,28,0,0,0,4,1,,
6333,32,0,0,0,5,0,,
6358,25,0,0,0,8,9,,
6369,36,0,0,0,5,2,,
6371,37,0,0,0,9,12,1,
6378,41,2,0,0,7,16,1,
6384,21,0,1,0,8,6,3,
6418,24,0,0,0,5,3,,
6439,25,0,0,0,9,5,1,(M1)
6459,59,0,0,0,6,15,2,
6484,52,0,0,0,1,0,,
6485,56,0,0,0,2,0,,
6487,37,0,0,0,1,0,,
6489,25,0,0,0,2,1,1,
6525,51,0,0,0,1,1,1,(F3)
6528,29,1,2,0,6,6,1,
6538,36,0,0,0,1,0,3,
6602,29,0,0,0,4,1,4,
6613,26,0,0,0,2,2,5,
6614,23,0,0,1,2,1,,
6627,41,0,0,0,1,1,,
6628,41,0,0,0,1,1,,
6636,21,0,0,1,3,0,,
6652,25,0,0,0,8,4,2,
6653,30,0,0,0,6,4,,
6677,33,0,0,0,1,3,,
6691,28,0,0,0,9,7,,
6693,25,0,0,0,3,0,,
6724,21,0,0,0,4,0,,
6743,35,0,0,0,1,4,,
6749,24,0,0,0,10,0,,
6755,19,0,0,0,4,0,1,(M1)
6759,30,4,0,0,9,12,5,
6786,41,0,0,0,3,0,,
6795,72,0,0,0,4,8,,
6798,23,0,0,0,5,3,,
6803,56,0,0,0,2,5,1,
6805,22,0,0,0,3,0,2,
6832,41,0,0,0,7,3,,
6833,30,0,0,0,6,8,,
6839,37,0,0,0,2,0,,
6840,43,0,0,0,3,8,1,
6853,58,0,0,0,1,1,,
6894,29,0,0,0,5,2,,
6901,23,0,0,0,7,0,,
6915,30,0,1,0,7,9,1,(M1)
6919,27,0,0,0,3,0,1,(F2)
6920,38,0,1,0,6,10,,
6939,62,0,0,0,1,2,,
6954,28,0,0,0,8,10,,
6989,32,0,0,0,3,0,1,
7012,28,0,0,0,2,0,,
7028,36,0,0,0,3,5,1,
7033,22,0,0,0,7,2,2,
7040,23,0,0,0,9,0,,
7044,25,0,0,0,5,1,,
7090,19,0,0,0,8,0,,
7093,22,0,0,0,3,1,,
7124,36,0,0,0,1,4,3,(F3)
7127,25,0,0,0,6,2,,
7147,37,0,0,0,3,2,,
7164,58,0,0,0,1,1,,
7167,40,0,0,0,5,2,,
7177,22,0,0,0,2,0,,
7189,21,0,0,0,4,0,2,
7191,22,0,0,0,5,0,,
7225,32,0,0,1,6,7,1,
7226,43,0,0,0,4,6,2,
7234,37,0,0,0,5,1,,
7243,27,0,0,0,3,2,1,
7254,20,0,0,0,4,0,5,
7287,35,2,0,0,8,4,,
7294,41,0,0,0,9,31,2,
7296,57,0,0,0,1,0,,
7316,39,0,0,0,3,2,,
7323,41,0,0,0,5,19,4,
7325,26,0,0,0,3,2,,
7332,37,0,0,0,1,0,1,
7335,24,0,0,0,6,2,1,
7342,41,0,0,0,1,0,1,
7346,33,0,0,0,1,0,,
7397,22,0,2,0,10,9,,
7401,45,0,0,0,1,7,,
7426,26,0,1,0,6,5,,
7436,34,0,0,0,1,0,,
7448,31,0,0,0,3,0,,
7450,32,0,0,0,9,13,1,
7452,22,0,0,0,3,0,,
7476,68,0,0,0,4,6,,
7487,36,0,0,0,5,1,,
7497,20,0,0,0,8,0,2,
7507,53,0,0,0,1,0,,
7510,33,0,0,0,1,0,,
7514,44,0,0,0,5,3,,
7606,36,0,0,0,6,11,4,(M1)
7609,30,0,0,0,5,7,,
7610,45,0,0,0,8,3,,
7617,31,0,0,0,5,4,,
7621,39,0,0,0,2,2,,
7640,37,0,0,0,7,1,2,
7652,25,0,0,2,8,8,1,
7677,28,0,0,0,3,0,,
7679,58,0,0,0,3,2,1,
7680,67,0,0,0,1,2,,
7700,28,0,0,0,10,6,1,(F2)
7721,23,0,0,0,6,0,1,
7758,46,0,0,0,1,0,2,
7765,46,0,0,0,6,12,2,
7784,38,0,0,0,3,1,,
7795,34,0,0,0,2,2,,
7796,30,0,0,0,8,2,2,(M1)
7797,69,0,0,0,1,6,3,
7802,27,0,0,0,2,0,1,
7805,38,0,0,0,1,0,,
7849,44,0,0,0,1,1,,
7851,38,0,0,0,2,0,,
7863,36,0,0,0,5,1,,
7883,25,0,0,0,2,0,,
7904,33,0,0,0,9,0,,
7955,23,0,0,0,7,3,6,
7959,54,0,0,0,5,8,,
8014,52,0,0,0,3,7,1,
8043,41,2,0,1,10,29,,
8054,53,0,0,0,4,5,,
8066,24,0,0,0,3,2,2,
8072,23,1,0,0,9,2,1,
8079,26,0,0,0,3,0,,
8082,59,0,0,0,8,8,2,
8094,59,0,0,0,1,0,,
8111,27,0,0,0,8,4,1,
8115,39,0,0,0,1,1,,
8128,38,0,0,0,10,13,,
8134,29,0,0,0,7,0,2,
8138,56,0,0,0,1,1,,
8142,23,0,0,1,5,1,1,
8182,24,0,0,0,7,1,,
8198,42,0,0,0,5,0,,
8207,31,0,0,0,2,3,2,(F1)
8237,51,0,0,0,3,1,,
8251,38,0,0,0,1,0,,
8298,30,0,0,0,2,0,,
8303,24,0,0,0,4,1,,
8307,53,0,0,0,6,5,,
8345,26,0,0,0,7,0,,
8346,45,0,0,0,1,0,,
8352,41,0,0,0,1,2,,
8368,30,0,0,0,9,1,,
8389,27,0,0,0,9,4,,
8400,52,0,0,0,1,0,1,
8405,40,0,0,0,4,2,,
8409,23,0,0,0,7,3,2,
8411,25,0,0,0,6,7,,
8434,34,0,0,0,8,0,4,(F3)
8437,42,0,0,0,1,7,,
8452,27,0,0,0,3,1,,
8477,25,0,0,0,4,2,,
8484,22,0,0,0,3,0,1,
8486,47,0,0,0,9,7,4,
8490,39,0,0,0,1,1,,
8498,21,0,0,0,3,0,,
8499,25,0,0,0,5,2,,
8502,52,0,0,0,2,3,,
8525,39,0,0,0,5,1,,
8564,33,0,0,0,1,0,,
8570,45,0,0,0,6,0,1,
8576,21,0,0,0,4,0,2,
8577,69,0,0,0,1,2,,
8596,38,0,0,0,4,2,1,
8610,58,0,0,0,2,3,,
8618,39,0,0,0,2,2,,
8621,34,0,0,0,2,1,,
8652,30,0,0,0,1,1,,
8687,35,0,0,0,6,1,,
8700,37,1,0,0,9,17,3,
8710,34,0,0,0,2,1,,
8730,36,0,0,0,3,0,,
8746,37,0,0,0,4,3,,
8758,47,0,0,0,4,13,1,(M1)
8761,32,0,0,0,2,4,1,(F3)
8763,34,0,0,0,2,2,,
8784,22,0,0,0,2,0,,
8794,30,0,0,1,2,1,,
8826,54,0,0,0,6,13,,
8834,33,0,2,3,8,11,2,
8845,21,0,0,0,4,0,,
8849,23,0,0,0,5,1,,
8851,38,0,0,0,9,14,,
8865,65,0,0,0,1,0,,
8866,34,0,0,0,3,1,,
8874,39,0,0,0,2,0,,
8880,26,0,0,0,6,7,,
8912,21,0,1,0,9,6,,
8927,41,4,0,0,8,17,,
8934,48,0,0,0,1,2,,
8941,23,0,0,2,5,1,1,
8956,42,0,0,0,1,0,,
8965,48,0,0,0,4,4,,
8970,69,0,0,0,1,0,1,
8971,26,0,0,0,4,2,,
8974,22,0,0,0,8,2,1,(M1)
