person_id,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_recid
73,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
74,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
77,Female,Hispanic,(F1),arrest case no charge,,,,,,,0,0
78,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
80,Male,African-American,(F3),Poss Tetrahydrocannabinols,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
81,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
82,Male,Caucasian,(F3),Tampering With Physical Evidence,,,,,,,0,0
83,Male,Hispanic,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
84,Male,African-American,(M1),Battery,,,,,,,0,0
85,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
86,Female,Hispanic,(M1),Battery,,,,,,,0,0
88,Male,African-American,(M1),Possess Drug Paraphernalia,1,(M2),Petit Theft,,,,1,0
89,Male,African-American,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
90,Male,African-American,(F3),Driving While License Revoked,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
91,Male,Caucasian,(M1),Battery,2,(M2),Susp Drivers Lic 1st Offense,,,,1,0
92,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
93,Male,African-American,(F3),Poss Firearm W/Altered ID#,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
94,Female,Caucasian,(M1),Battery,,,,,,,0,0
95,Male,African-American,(F3),Sell Conterfeit Cont Substance,2,(M2),Susp Drivers Lic 1st Offense,,,,1,0
96,Male,African-American,(F3),arrest case no charge,4,(F3),Aggrav Stalking After Injunctn,,,,1,0
97,Male,Hispanic,(M2),Unlaw LicTag/Sticker Attach,,,,,,,0,0
98,Male,African-American,(F2),Aggravated Battery / Pregnant,1,(F3),Possession of Cocaine,,,,1,0
99,Male,Other,(M1),Battery,,,,,,,0,0
100,Female,African-American,(M1),Battery,,,,,,,0,0
101,Male,Hispanic,(F3),Possession of Cocaine,1,(M2),Operating W/O Valid License,,(M1),Battery,1,1
102,Male,Hispanic,(F3),Burglary Structure Unoccup,,,,,,,0,0
103,Female,Caucasian,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
104,Male,African-American,(F3),False Imprisonment,,,,,,,0,0
105,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
106,Male,African-American,(M1),Battery,,,,,,,0,0
107,Male,African-American,(F3),False Name By Person Arrest,2,(M2),Operating W/O Valid License,,,,1,0
108,Male,Caucasian,(F3),arrest case no charge,1,(F3),Pos Cannabis W/Intent Sel/Del,,,,1,0
110,Female,Hispanic,(M2),DUI Property Damage/Injury,,,,,,,0,0
112,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
113,Male,African-American,(M1),Battery,2,(M2),Driving License Suspended,,,,1,0
117,Female,African-American,(F3),arrest case no charge,,,,,,,0,0
118,Male,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
119,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
120,Male,African-American,(M2),arrest case no charge,,,,,,,0,0
121,Male,Caucasian,(M1),Battery,,,,,,,0,0
126,Male,Caucasian,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
127,Male,Other,(F3),arrest case no charge,1,(M2),Susp Drivers Lic 1st Offense,,,,1,0
130,Male,Other,(F3),Tampering With Physical Evidence,2,(F2),Robbery / No Weapon,,(F2),Agg Battery Grt/Bod/Harm,1,1
131,Male,African-American,(F3),Attempted Burg/struct/unocc,2,(M1),Resist/Obstruct W/O Violence,,,,1,0
132,Male,African-American,(M2),arrest case no charge,2,(M2),Leave Acc/Attend Veh/More $50,,,,1,0
134,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
135,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
136,Female,African-American,(M2),arrest case no charge,,,,,,,0,0
138,Male,Caucasian,(F3),Possession Burglary Tools,1,(M1),Resist/Obstruct W/O Violence,,,,1,0
139,Male,Other,(F3),Grand Theft in the 3rd Degree,2,(M1),Possess Drug Paraphernalia,,,,1,0
141,Male,Caucasian,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
142,Male,Caucasian,(F3),Pos Cannabis W/Intent Sel/Del,1,(M2),Driving License Suspended,,(M1),Battery,1,1
143,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
145,Female,Caucasian,(F3),Poss3;4 Methylenedioxymethcath,,,,,,,0,0
146,Male,Caucasian,(F3),Possession Of Alprazolam,1,(F3),Possession of Hydromorphone,,,,1,0
147,Male,Caucasian,(F2),Flee/Elude LEO-Agg Flee Unsafe,,,,,,,0,0
148,Female,Caucasian,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
151,Male,African-American,(M2),Battery,5,(M1),Viol Injunction Protect Dom Violence,,(F3),Battery on Law Enforc Officer,1,1
153,Male,African-American,(F3),Fail To Redeliv Hire/Leas Prop,,,,,,,0,0
155,Female,African-American,(M1),Battery,,,,,,,0,0
156,Male,Caucasian,(F3),False Ownership Info/Pawn Item,2,(F2),Poss Wep Conv Felon,,,,1,0
157,Male,Caucasian,(F3),Possession Of Methamphetamine,,,,,,,0,0
159,Female,Caucasian,(F3),Possession of Morphine,,,,,,,0,0
160,Male,African-American,(F3),arrest case no charge,1,(F3),Aggravated Assault W/Dead Weap,,(F3),Aggravated Assault W/Dead Weap,1,1
161,Male,Caucasian,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
162,Female,Other,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,0
163,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
165,Female,African-American,(M1),Battery,,,,,,,0,0
167,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,0
168,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
169,Male,Caucasian,(M1),Possess Cannabis/20 Grams Or Less,2,(F3),Possession of Cannabis,,,,1,0
171,Male,Caucasian,(F3),Aggravated Assault w/Firearm,,,,,,,0,0
172,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
173,Male,African-American,(F3),Poss Contr Subst W/o Prescript,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
174,Male,African-American,(F3),Poss3;4 Methylenedioxymethcath,,,,,,,0,0
175,Male,Caucasian,(F3),Aggrav Stalking After Injunctn,1,(F3),Aggrav Stalking After Injunctn,,,,1,0
176,Male,African-American,(F3),Possession of Cocaine,1,(M1),Resist/Obstruct W/O Violence,,,,1,0
178,Male,African-American,(F3),Driving While License Revoked,1,(M2),Operating W/O Valid License,,,,1,0
179,Male,Caucasian,(M2),Criminal Mischief Damage <$200,,,,,,,0,0
181,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
182,Female,Other,(F3),Crim Use of Personal ID Info,,,,,,,0,0
185,Female,Caucasian,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
186,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
187,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
189,Male,Caucasian,(M1),Battery,,,,,,,0,0
190,Male,African-American,(F3),arrest case no charge,1,(M2),Petit Theft,,,,1,0
192,Female,Caucasian,(M1),Resist/Obstruct W/O Violence,,,,,,,0,0
193,Male,Caucasian,(F3),Possession Of Alprazolam,1,(M2),Petit Theft,,,,1,0
194,Male,Caucasian,(F3),Possession Of Alprazolam,,,,,,,0,0
195,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,0
196,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
197,Male,Caucasian,(M2),Agg Fleeing and Eluding,,,,,,,0,0
199,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
200,Female,Other,(M2),Petit Theft,,,,,,,0,0
201,Male,Caucasian,(F3),Possession of Cannabis,,,,,,,0,0
202,Male,Caucasian,(M2),Disorderly Intoxication,1,(M1),Viol Injunct Domestic Violence,,,,1,0
203,Female,African-American,(M1),Battery,,,,,,,0,0
205,Male,African-American,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
206,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,4,(F3),Uttering a Forged Instrument,,,,1,0
208,Male,Caucasian,(M1),Battery,1,(M1),Viol Injunct Domestic Violence,,,,1,0
209,Female,Hispanic,(F3),Battery on Law Enforc Officer,1,(M1),Battery,,(M1),Battery,1,1
211,Male,Hispanic,(F3),Resist Officer w/Violence,,,,,,,0,0
212,Male,Other,(M1),Battery,,,,,,,0,0
213,Male,Caucasian,(M1),Resist/Obstruct W/O Violence,1,(M1),Theft/To Deprive,,,,1,0
214,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
215,Male,African-American,(M2),Lewdness Violation,1,(M2),Driving License Suspended,,,,1,0
216,Male,Caucasian,(F3),Possession of Cocaine,1,(M2),Expired DL More Than 6 Months,,,,1,0
218,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,0
219,Male,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
220,Female,African-American,(F3),arrest case no charge,,,,,,,0,0
222,Female,Caucasian,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
223,Male,African-American,(F3),Possession of Cocaine,2,(M1),Resist/Obstruct W/O Violence,,,,1,0
224,Male,African-American,(F3),Poss Pyrrolidinovalerophenone,1,(F3),Poss Pyrrolidinovalerophenone,,(F1),Manslaughter with Weapon,1,1
225,Male,African-American,(M2),Assault,1,(M1),Possess Cannabis/20 Grams Or Less,,(M1),Battery,1,1
226,Male,African-American,(MO3),arrest case no charge,,,,,,,0,0
227,Female,African-American,(F3),Possession of Oxycodone,2,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
228,Female,African-American,(F3),Possession of Cocaine,3,(M2),Prostitution/Lewd Act Assignation,,,,1,0
229,Male,African-American,(F3),Tampering With Physical Evidence,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
230,Male,African-American,(M2),Assault,,,,,,,0,0
231,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
233,Male,African-American,(M1),Burglary Dwelling Occupied,,,,,,,0,0
234,Female,African-American,(F3),Solicit Purchase Cocaine,1,(M2),Petit Theft,,,,1,0
236,Male,Hispanic,(F3),arrest case no charge,,,,,,,0,0
238,Female,African-American,(F3),arrest case no charge,2,(F3),Aggravated Assault W/Dead Weap,,(F3),Aggravated Assault W/Dead Weap,1,1
239,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
240,Female,Other,(F1),Grand Theft in the 1st Degree,,,,,,,0,0
241,Female,African-American,(M1),Driving Under The Influence,1,(M2),Susp Drivers Lic 1st Offense,,,,1,0
242,Male,African-American,(M1),Battery,,,,,,,0,0
243,Male,Caucasian,(X),,,,,,,,0,0
244,Female,Caucasian,(F3),Possession Of Carisoprodol,1,(F3),Fraudulent Use of Credit Card,,,,1,0
245,Male,African-American,(F7),Burglary Conveyance Assault/Bat,,,,,,,0,0
246,Male,Caucasian,(M1),Battery,,,,,,,0,0
247,Male,Caucasian,(M1),Felony Battery (Dom Strang),,,,,,,0,0
248,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
249,Male,Caucasian,(F3),Driving While License Revoked,4,(M2),Susp Drivers Lic 1st Offense,,,,1,0
251,Female,Caucasian,(F3),Crim Use of Personal ID Info,,,,,,,0,0
252,Male,Caucasian,(F3),Deliver 3;4 Methylenediox,,,,,,,0,0
254,Male,African-American,(M1),Battery,1,(M2),Prowling/Loitering,,,,1,0
255,Male,African-American,(F7),Burglary Dwelling Armed,,,,,,,0,0
256,Female,African-American,(M1),Battery,,,,,,,0,0
258,Female,African-American,(F3),Aggravated Assault W/dead Weap,,,,,,,0,0
259,Male,Hispanic,(M2),Leave Acc/Attend Veh/More $50,,,,,,,0,0
260,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
261,Male,African-American,(M1),Battery,,,,,,,0,0
264,Male,Hispanic,(F3),arrest case no charge,2,(M1),Unlaw Use False Name/Identity,,,,1,0
265,Male,African-American,(M1),Resist/Obstruct W/O Violence,2,(M2),Fail Register Vehicle,,(F2),Aggrav Battery w/Deadly Weapon,1,1
266,Male,Hispanic,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
267,Male,Hispanic,(F3),Possession Of Heroin,,,,,,,0,0
268,Male,Caucasian,(M1),Driving Under The Influence,4,(F3),Leaving the Scene of Accident,,,,1,0
269,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
270,Male,Hispanic,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
271,Male,Other,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
273,Male,African-American,(MO3),Poss Of Controlled Substance,,,,,,,0,0
274,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
275,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,1,(M2),Operating W/O Valid License,,,,1,0
277,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,2,(F3),Grand Theft in the 3rd Degree,,,,1,0
279,Male,Hispanic,(F3),Driving While License Revoked,,,,,,,0,0
280,Female,Caucasian,(F3),Possession of Cocaine,2,(M1),Unlaw Use False Name/Identity,,,,1,0
281,Male,African-American,(F2),Agg Battery Grt/Bod/Harm,1,(M1),Battery,,(M1),Battery,1,1
282,Male,Caucasian,(M1),Viol Injunct Domestic Violence,1,(M1),Viol Injunct Domestic Violence,,,,1,0
283,Female,Caucasian,(M1),Petit Theft $100- $300,,,,,,,0,0
284,Male,Other,(F3),Unlaw Fail Secur Work Comp Ins,,,,,,,0,0
286,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,3,(F3),Possession of Cocaine,,,,1,0
287,Male,African-American,(M1),Battery,1,(M1),Battery,,(M1),Battery,1,1
288,Male,Caucasian,(F3),Possession Of Methamphetamine,2,(M1),Possess Drug Paraphernalia,,,,1,0
289,Male,African-American,(F2),Deliver Cocaine,2,(F3),Poss Pyrrolidinovalerophenone,,,,1,0
290,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
292,Female,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
293,Male,African-American,(F3),Possession of Cannabis,1,(F2),Robbery W/Firearm,,(F2),Robbery W/Firearm,1,1
294,Male,African-American,(M1),Battery,1,(F3),,,,,1,0
297,Female,African-American,(M1),Battery,,,,,,,0,0
298,Male,Other,(M1),Battery,1,(F2),Poss of Firearm by Convic Felo,,,,1,0
299,Male,Caucasian,(F3),Sexual Performance by a Child,,,,,,,0,0
300,Female,Caucasian,(M2),Leaving Acc/Unattended Veh,,,,,,,0,0
301,Male,Caucasian,(M1),Battery,,,,,,,0,0
303,Male,Caucasian,(F1),arrest case no charge,,,,,,,0,0
304,Male,Other,(F3),arrest case no charge,4,(F3),False Ownership Info/Pawn Item,,,,1,0
305,Male,Asian,(F1),Robbery W/Firearm,,,,,,,0,0
306,Male,African-American,(F3),Fleeing Or Attmp Eluding A Leo,1,(F3),Poss3;4 Methylenedioxymethcath,,,,1,0
307,Male,Other,(F3),Felony DUI (level 3),,,,,,,0,0
308,Male,African-American,(M1),Criminal Mischief,,,,,,,0,0
309,Female,Caucasian,(M1),Battery,,,,,,,0,0
310,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,0
311,Male,Caucasian,(F3),arrest case no charge,1,(M1),Battery,,(M1),Battery,1,1
313,Female,Caucasian,(F3),Felony Petit Theft,4,(F3),Grand Theft in the 3rd Degree,,,,1,0
315,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,0
316,Male,Caucasian,(M2),Trespass Struct/Conveyance,,,,,,,0,0
318,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
320,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
321,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
323,Male,Hispanic,(M1),DUI Property Damage/Injury,,,,,,,0,0
324,Female,Other,(F3),arrest case no charge,,,,,,,0,0
325,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
326,Female,Caucasian,(M1),Driving Under The Influence,1,(M1),Battery,,(M1),Battery,1,1
327,Male,Caucasian,(M1),Battery,,,,,,,0,0
328,Male,Caucasian,(F3),Poss Similitude of Drivers Lic,,,,,,,0,0
329,Male,Other,(M1),Possess Cannabis/20 Grams Or Less,2,(M2),Driving License Suspended,,,,1,0
330,Male,African-American,(F3),Aggravated Battery (Firearm/Actual Possession),,,,,,,0,0
331,Male,Caucasian,(F3),arrest case no charge,1,(M2),Petit Theft,,,,1,0
333,Female,African-American,(M1),Battery,,,,,,,0,0
334,Male,African-American,(F2),Robbery / No Weapon,2,(F3),Crim Use of Personal ID Info,,,,1,0
336,Male,Other,(F3),Aggravated Assault w/Firearm,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
337,Male,African-American,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
338,Male,African-American,(F1),Robbery / Weapon,,,,,,,0,0
339,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
341,Female,African-American,(F7),arrest case no charge,1,(M2),Operating W/O Valid License,,,,1,0
342,Female,African-American,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,0
344,Male,African-American,(M1),Battery,,,,,,,0,0
345,Male,Caucasian,(F3),Burglary With Assault/battery,,,,,,,0,0
347,Male,Caucasian,(F3),Driving While License Revoked,2,(F3),Possession Of Heroin,,,,1,0
348,Male,African-American,(F3),Uttering a Forged Instrument,,,,,,,0,0
349,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
350,Male,African-American,(M1),Battery,2,(M1),Trespass After Warning,,(F1),Robbery W/Firearm,1,1
351,Male,Caucasian,(F3),Criminal Mischief,,,,,,,0,0
353,Female,African-American,(M1),Battery,,,,,,,0,0
354,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,,,,,,,0,0
355,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,0
356,Male,Hispanic,(F3),Possession of Cannabis,,,,,,,0,0
358,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,(M1),Petit Theft $100- $300,,,,1,0
360,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
361,Male,Caucasian,(M1),Battery,,,,,,,0,0
363,Male,Caucasian,(M1),Battery,1,(M1),Resist/Obstruct W/O Violence,,,,1,0
365,Female,Other,(M1),Battery,,,,,,,0,0
368,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
370,Female,Caucasian,(F3),Poss Contr Subst W/o Prescript,,,,,,,0,0
371,Female,Caucasian,(F2),Deliver Cocaine,,,,,,,0,0
372,Female,Other,(F3),Driving While License Revoked,,,,,,,0,0
374,Male,Caucasian,(F3),Felony Driving While Lic Suspd,1,(M1),Battery,,(M1),Battery,1,1
375,Male,Caucasian,(F3),False Imprisonment,,,,,,,0,0
376,Male,African-American,(M2),Prowling/Loitering,1,(M2),Unlaw LicTag/Sticker Attach,,(M1),Battery,1,1
379,Female,Hispanic,(M1),Battery,,,,,,,0,0
381,Male,Hispanic,(F3),arrest case no charge,2,(F3),Grand Theft in the 3rd Degree,,,,1,0
383,Male,Hispanic,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
384,Male,African-American,(M1),Battery,,,,,,,0,0
385,Male,African-American,(F3),Carrying Concealed Firearm,2,(F3),Possession Of Methamphetamine,,(F3),Felony Battery (Dom Strang),1,1
387,Male,Caucasian,(M1),Battery,,,,,,,0,0
388,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
389,Male,Other,(F2),Throw In Occupied Dwell,,,,,,,0,0
391,Male,African-American,(F7),arrest case no charge,,,,,,,0,0
392,Male,Caucasian,(M1),arrest case no charge,2,(F3),Possession of Cocaine,,,,1,0
394,Male,Caucasian,(F3),Possession of Cannabis,,,,,,,0,0
395,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
396,Male,African-American,(F3),Possession Burglary Tools,,,,,,,0,0
398,Male,Hispanic,(F3),Poss3;4 Methylenedioxymethcath,,,,,,,0,0
399,Female,African-American,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
400,Female,African-American,(F3),Carrying Concealed Firearm,1,(M2),Operating W/O Valid License,,,,1,0
401,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
402,Female,African-American,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,0
403,Male,African-American,(F2),Deliver Cocaine,1,(M2),Leave Acc/Attend Veh/More $50,,,,1,0
404,Male,Caucasian,(F3),Deliver 3;4 Methylenediox,,,,,,,0,0
405,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,(F3),Aggravated Assault W/Dead Weap,,(F3),Aggravated Assault W/Dead Weap,1,1
406,Male,African-American,(F3),Unauth Poss ID Card or DL,1,(M1),Possess Drug Paraphernalia,,,,1,0
407,Male,African-American,(M1),Battery,2,(M1),Resist/Obstruct W/O Violence,,,,1,0
408,Female,Caucasian,(F3),Pos Cannabis W/Intent Sel/Del,,,,,,,0,0
409,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
410,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
411,Female,African-American,(M1),Battery on Law Enforc Officer,,,,,,,0,0
412,Male,Caucasian,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
413,Male,African-American,(F2),Burglary Dwelling Occupied,,,,,,,0,0
414,Female,Other,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,0
415,Male,African-American,(M1),Opert With Susp DL 2nd Offens,,,,,,,0,0
416,Male,African-American,(F3),Possession of Cocaine,3,(F3),Possession of Cocaine,,,,1,0
417,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
418,Male,African-American,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
420,Male,Other,(M1),Battery,,,,,,,0,0
421,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,0
422,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
424,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,1,(F2),Aggravated Battery / Pregnant,,(F2),Aggravated Battery / Pregnant,1,1
425,Male,Caucasian,(M1),Battery,,,,,,,0,0
426,Male,Caucasian,(F3),Possession of Cocaine,1,(F3),Possession Of Alprazolam,,,,1,0
427,Male,Caucasian,(M1),Battery,,,,,,,0,0
429,Male,African-American,(M2),Petit Theft,1,(M2),Petit Theft,,,,1,0
