person_id,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_recid
388,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
389,Male,Other,(F2),Throw In Occupied Dwell,,,,,,,0,0
391,Male,African-American,(F7),arrest case no charge,,,,,,,0,0
398,Male,Hispanic,(F3),Poss3;4 Methylenedioxymethcath,,,,,,,0,0
407,Male,African-American,(M1),Battery,2,(M1),Resist/Obstruct W/O Violence,,,,1,0
415,Male,African-American,(M1),Opert With Susp DL 2nd Offens,,,,,,,0,0
426,Male,Caucasian,(F3),Possession of Cocaine,1,(F3),Possession Of Alprazolam,,,,1,0
451,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
465,Female,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
473,Male,African-American,(F1),arrest case no charge,,,,,,,0,0
479,Male,Caucasian,(F2),Tampering With A Victim,,,,,,,0,0
486,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
511,Male,Other,(F3),Felony Battery (Dom Strang),,,,,,,0,0
521,Female,Hispanic,(F3),Possession of Cocaine,1,(M2),Driving License Suspended,,,,1,0
533,Female,African-American,(F3),Driving While License Revoked,1,(M1),Extradition/Defendants,,,,1,0
550,Male,Hispanic,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
554,Male,Caucasian,(M2),Burglary Unoccupied Dwelling,,,,,,,0,0
559,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
560,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
561,Male,Caucasian,(M1),Battery,,,,,,,0,0
572,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
578,Male,Caucasian,(M2),Driving Under The Influence,,,,,,,0,0
583,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
584,Male,African-American,(F3),Possession of Cannabis,,,,,,,0,0
617,Male,Other,(F3),arrest case no charge,,,,,,,0,0
622,Female,Caucasian,(M2),Disorderly Intoxication,,,,,,,0,0
624,Female,African-American,(F3),Poss3;4 Methylenedioxymethcath,,,,,,,0,0
640,Male,African-American,(F3),Grand Theft (Motor Vehicle),1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
668,Male,Hispanic,(F3),arrest case no charge,2,(M1),Resist/Obstruct W/O Violence,,(F2),Aggravated Battery,1,1
669,Male,African-American,(F3),arrest case no charge,2,(M2),Trespass Struct/Conveyance,,,,1,0
684,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
691,Male,African-American,(M1),Battery,1,(F3),Crim Use of Personal ID Info,,,,1,0
717,Male,African-American,(F3),Felony Battery,,,,,,,0,0
727,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
763,Male,Hispanic,(F3),Aggravated Assault W/Dead Weap,4,(M1),Resist/Obstruct W/O Violence,,,,1,0
779,Female,African-American,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
785,Female,African-American,(M1),Battery,,,,,,,0,0
787,Male,Hispanic,(M1),Battery,,,,,,,0,0
793,Male,African-American,(F3),arrest case no charge,3,(MO3),Carry Open/Uncov Bev In Pub,,,,1,0
796,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
801,Male,African-American,(M1),Battery,,,,,,,0,0
802,Male,Caucasian,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
809,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
822,Male,Caucasian,(F3),Driving While License Revoked,,,,,,,0,0
825,Male,Caucasian,(M1),Viol Injunct Domestic Violence,4,(F3),Possession Burglary Tools,,(F2),Aggrav Battery w/Deadly Weapon,1,1
826,Female,Caucasian,(F3),Uttering a Forged Instrument,,,,,,,0,0
863,Male,Caucasian,(F3),Neglect Child / No Bodily Harm,,,,,,,0,0
865,Female,Caucasian,(M2),Driving License Suspended,,,,,,,0,0
880,Male,Hispanic,(F3),Aggravated Assault,,,,,,,0,0
890,Male,Other,(M1),Battery,1,(M2),Operating W/O Valid License,,,,1,0
906,Female,Caucasian,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
907,Male,African-American,(F3),Possession Burglary Tools,,,,,,,0,0
918,Female,African-American,(F2),Robbery / No Weapon,,,,,,,0,0
925,Male,Caucasian,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
931,Male,Hispanic,(F3),Possession of Cocaine,,,,,,,0,0
954,Male,African-American,(M1),Possess Drug Paraphernalia,,,,,,,0,0
955,Male,African-American,(F3),Felony Petit Theft,2,(F3),Possession of Cocaine,,,,1,0
969,Male,Other,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
976,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
977,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1008,Male,Caucasian,(M1),Battery,,,,,,,0,0
1021,Male,Other,(M1),Battery,,,,,,,0,0
1023,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1028,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
1038,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,3,(M1),Unlaw Use False Name/Identity,,,,1,0
1044,Male,African-American,(M1),Battery,,,,,,,0,0
1050,Male,African-American,(M1),Battery,,,,,,,0,0
1051,Male,African-American,(M2),Driving License Suspended,1,(M1),Opert With Susp DL 2nd Offens,,,,1,0
1056,Male,Caucasian,(F3),Possession of Cocaine,1,(M1),Petit Theft $100- $300,,,,1,0
1072,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1075,Male,African-American,(F2),Aggravated Battery,,,,,,,0,0
1081,Male,African-American,(NI0),Fail To Secure Load,,,,,,,0,0
1085,Male,Other,(M1),Battery,,,,,,,0,0
1088,Male,Caucasian,(F3),Battery on a Person Over 65,,,,,,,0,0
1105,Male,Caucasian,(F2),arrest case no charge,1,(M2),Petit Theft,,,,1,0
1116,Male,Hispanic,(F1),Traff In Cocaine <400g>150 Kil,,,,,,,0,0
1129,Male,Other,(F3),Child Abuse,,,,,,,0,0
1140,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,0
1151,Male,Other,(F3),Possession of Cannabis,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1154,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1161,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
1164,Male,Hispanic,(F3),arrest case no charge,,,,,,,0,0
1168,Female,Caucasian,(M1),Battery,,,,,,,0,0
1183,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,0
1184,Male,Caucasian,(M1),Battery,,,,,,,0,0
1204,Female,Other,(M1),Battery,,,,,,,0,0
1207,Male,Caucasian,(F3),Possession of Cocaine,2,(F3),Aggravated Assault W/Dead Weap,,(F3),Aggravated Assault W/Dead Weap,1,1
1210,Male,Other,(F3),Pos Cannabis W/Intent Sel/Del,,,,,,,0,0
1228,Female,Caucasian,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
1236,Male,Caucasian,(F1),arrest case no charge,,,,,,,0,0
1237,Male,African-American,(M1),Viol Prot Injunc Repeat Viol,,,,,,,0,0
1243,Male,Caucasian,(M1),Battery,,,,,,,0,0
1245,Female,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
1251,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1263,Male,African-American,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
1265,Female,Caucasian,(F3),Possession Of Fentanyl,,,,,,,0,0
1271,Female,African-American,,,1,(M2),Driving License Suspended,,,,1,0
1286,Male,Caucasian,(F3),Driving While License Revoked,4,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1287,Male,Other,(F3),Possession Of Methamphetamine,,,,,,,0,0
1297,Female,Hispanic,(M1),Petit Theft $100- $300,,,,,,,0,0
1301,Male,African-American,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
1302,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
1317,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
1327,Male,Other,(F3),Agg Assault W/int Com Fel Dome,,,,,,,0,0
1328,Female,African-American,(M1),Battery,,,,,,,0,0
1335,Female,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
1342,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1344,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1350,Female,Other,(F3),Pos Cannabis W/Intent Sel/Del,,,,,,,0,0
1365,Male,African-American,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
1379,Male,African-American,(F3),Possession of Cocaine,1,(M1),Trespass Other Struct/Conve,,,,1,0
1384,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
1385,Male,African-American,(M1),Battery,1,(M1),Burglary Dwelling Assault/Batt,,(M1),Burglary Dwelling Assault/Batt,1,1
1394,Male,Caucasian,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1400,Male,Caucasian,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1416,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
1423,Male,Caucasian,(F3),Tamper With Witness/Victim/CI,,,,,,,0,0
1447,Male,Caucasian,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1457,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1463,Male,African-American,(M1),Viol Injunct Domestic Violence,3,(F3),Tampering With Physical Evidence,,,,1,0
1471,Male,Caucasian,(M1),Battery,1,(F3),Poss3;4 Methylenedioxymethcath,,(F3),Felony Battery (Dom Strang),1,1
1481,Male,African-American,(F3),Sale/Del Counterfeit Cont Subs,,,,,,,0,0
1486,Male,Hispanic,(F3),Burglary Structure Unoccup,,,,,,,0,0
1488,Male,African-American,(M1),Battery,1,(M2),Fail Register Vehicle,,,,1,0
1489,Male,Hispanic,(F3),Depriv LEO of Protect/Communic,,,,,,,0,0
1491,Female,African-American,(F3),Introduce Contraband Into Jail,,,,,,,0,0
1492,Male,Caucasian,(F3),Manufacture Cannabis,,,,,,,0,0
1503,Male,Hispanic,(F3),Retail Theft $300 1st Offense,,,,,,,0,0
1505,Male,African-American,(F3),Possession Burglary Tools,2,(M1),Resist/Obstruct W/O Violence,,,,1,0
1510,Female,Hispanic,(F3),Poss of Ethylone W/I/D/S,,,,,,,0,0
1531,Male,Hispanic,(F3),arrest case no charge,1,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
1585,Female,Hispanic,(M1),Battery,,,,,,,0,0
1602,Male,African-American,(M1),Burglary Structure Unoccup,,,,,,,0,0
1631,Male,Caucasian,(F3),Possession of Cocaine,1,(M1),Battery,,(M1),Battery,1,1
1632,Male,African-American,(F3),Possession of Cocaine,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1642,Male,Caucasian,(M1),Battery,,,,,,,0,0
1650,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,0
1652,Male,Caucasian,(F2),arrest case no charge,,,,,,,0,0
1663,Female,Hispanic,(M2),Battery,,,,,,,0,0
1682,Male,Caucasian,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1701,Male,African-American,(F3),arrest case no charge,3,(M1),Resist/Obstruct W/O Violence,,,,1,0
1707,Male,African-American,(F3),Poss Unlaw Issue Driver Licenc,,,,,,,0,0
1713,Male,African-American,(M1),Battery,,,,,,,0,0
1739,Male,African-American,(F3),Uttering a Forged Instrument,,,,,,,0,0
1794,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
1816,Female,Caucasian,(F3),Possession of Cocaine,1,(MO3),Loiter Solicit Act Prostitute,,,,1,0
1840,Female,Caucasian,(F3),Purchasing Of Alprazolam,,,,,,,0,0
1845,Female,African-American,(F3),Poss3;4 Methylenedioxymethcath,,,,,,,0,0
1851,Male,Caucasian,(M2),Leaving Acc/Unattended Veh,,,,,,,0,0
1881,Female,African-American,(M1),Battery,2,(M1),Battery,,(F2),Agg Battery Grt/Bod/Harm,1,1
1900,Male,Caucasian,(F7),arrest case no charge,1,(M1),Battery,,(M1),Battery,1,1
1935,Male,Hispanic,(M1),Battery,,,,,,,0,0
1949,Male,Hispanic,(F3),arrest case no charge,,,,,,,0,0
1950,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
1952,Male,African-American,(M2),Culpable Negligence,,,,,,,0,0
1956,Male,Hispanic,(M1),Battery,1,(M1),Viol Pretrial Release Dom Viol,,,,1,0
1989,Male,Caucasian,(F2),arrest case no charge,,,,,,,0,0
1998,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
2016,Female,Caucasian,(M1),Battery,,,,,,,0,0
2045,Female,Caucasian,(M2),Driving Under The Influence,,,,,,,0,0
2051,Male,Caucasian,(F3),Grand Theft (Motor Vehicle),1,(F3),Grand Theft in the 3rd Degree,,,,1,0
2061,Male,African-American,(F3),Corrupt Public Servant,4,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
2064,Male,African-American,(F3),Possession of Cocaine,1,(F3),Possession of Hydrocodone,,,,1,0
2066,Male,Caucasian,(F3),Possession Of Buprenorphine,,,,,,,0,0
2086,Male,Caucasian,(M1),DUI Property Damage/Injury,,,,,,,0,0
2097,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2106,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2114,Male,African-American,(MO3),Resisting W/O Violence,,,,,,,0,0
2115,Male,Caucasian,(M1),Battery,,,,,,,0,0
2126,Male,Caucasian,(F3),arrest case no charge,1,(M2),DWLS Canceled Disqul 1st Off,,,,1,0
2139,Female,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
2150,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,(M1),Battery,,(M1),Battery,1,1
2151,Male,Caucasian,(M1),Resist/Obstruct W/O Violence,2,(M1),Resist/Obstruct W/O Violence,,,,1,0
2156,Male,Caucasian,(F2),Robbery / No Weapon,1,(M2),Disorderly Intoxication,,,,1,0
2176,Male,Caucasian,(M1),Battery,2,(F3),Possession of Methadone,,(M1),Battery,1,1
2193,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,1,(M2),Petit Theft,,,,1,0
2194,Female,African-American,(M2),arrest case no charge,,,,,,,0,0
2248,Female,African-American,(F3),arrest case no charge,,,,,,,0,0
2249,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
2253,Male,African-American,(M1),Battery,,,,,,,0,0
2261,Female,African-American,(F3),arrest case no charge,,,,,,,0,0
2269,Female,African-American,(F3),Aggravated Assault W/dead Weap,,,,,,,0,0
2276,Male,Other,(M1),Battery,,,,,,,0,0
2286,Male,Hispanic,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
2287,Male,African-American,(M2),Disorderly Intoxication,1,(M2),Trespass Struct/Conveyance,,,,1,0
2293,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
2297,Male,Caucasian,(F3),Poss Pyrrolidinovalerophenone,1,(F2),Agg Battery Grt/Bod/Harm,,(F2),Agg Battery Grt/Bod/Harm,1,1
2300,Male,Caucasian,(F3),Possession of Cocaine,2,(M1),Trespass Other Struct/Convey,,,,1,0
2320,Female,African-American,(F3),Grand Theft in the 3rd Degree,1,(M2),Fail Register Vehicle,,,,1,0
2321,Male,African-American,(M1),Viol Prot Injunc Repeat Viol,2,(F3),Felony Battery w/Prior Convict,,(M1),Battery,1,1
2335,Male,African-American,(F7),Burglary Dwelling Assault/Batt,2,(M1),Viol Injunct Domestic Violence,,(F3),Robbery Sudd Snatch No Weapon,1,1
2338,Male,Hispanic,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
2348,Male,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
2352,Male,African-American,(M1),Battery,,,,,,,0,0
2385,Female,African-American,(F3),arrest case no charge,1,(MO3),Disorderly Conduct,,,,1,0
2396,Female,Caucasian,(M2),Disorderly Conduct,,,,,,,0,0
2413,Male,African-American,(F2),Robbery / No Weapon,,,,,,,0,0
2416,Female,Caucasian,(M1),DUI Level 0.15 Or Minor In Veh,1,(M2),Driving License Suspended,,,,1,0
2419,Female,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
2426,Male,Caucasian,(F3),arrest case no charge,1,(M2),Petit Theft,,,,1,0
2442,Male,African-American,(F2),arrest case no charge,1,(M2),Operating W/O Valid License,,(F2),Aggravated Battery / Pregnant,1,1
2446,Male,Caucasian,(F3),Aggravated Assault W/Dead Weap,2,(M1),Viol Injunct Domestic Violence,,,,1,0
2447,Female,African-American,(M1),Battery,,,,,,,0,0
2453,Female,Caucasian,(M1),Battery,1,(F3),Felony Committing Prostitution,,,,1,0
2460,Male,Caucasian,(F3),Felony Petit Theft,1,(F3),Felony Petit Theft,,,,1,0
2470,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2499,Male,Caucasian,(F3),Possession of Cocaine,1,(F3),Grand Theft in the 3rd Degree,,,,1,0
2505,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2527,Male,African-American,(F3),Possession of Cocaine,3,(M1),Unlaw Use False Name/Identity,,,,1,0
2540,Male,Caucasian,(F2),arrest case no charge,,,,,,,0,0
2545,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2548,Male,African-American,(F2),Deliver Cocaine,5,(M1),Reckless Display Of Weapon,,(F2),Agg Assault Law Enforc Officer,1,1
2602,Male,African-American,(F3),Att Tamper w/Physical Evidence,,,,,,,0,0
2606,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
2609,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,0
2616,Male,Hispanic,(F2),Sel/Pur/Mfr/Del Control Substa,,,,,,,0,0
2628,Female,Hispanic,(M1),DUI - Enhanced,,,,,,,0,0
2630,Male,African-American,(F3),Resist Officer w/Violence,3,(M1),Possess Drug Paraphernalia,,,,1,0
2643,Male,Caucasian,(F3),Aggravated Assault W/o Firearm,,,,,,,0,0
2652,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2664,Male,African-American,(F3),Aggravated Assault W/Dead Weap,1,(F2),Throw Deadly Missile Into Veh,,(F2),Throw Deadly Missile Into Veh,1,1
2671,Male,African-American,(F3),Grand Theft in the 3rd Degree,2,(F1),Harass Witness/Victm/Informnt,,,,1,0
2677,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
2689,Female,African-American,(M1),Battery,,,,,,,0,0
2696,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
2700,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2708,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
2710,Female,African-American,(F3),Uttering a Forged Instrument,,,,,,,0,0
2728,Male,Asian,(M1),Battery,,,,,,,0,0
2731,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2737,Male,African-American,(F3),Drivg While Lic Suspd/Revk/Can,2,(F2),Armed False Imprisonment,,(F2),Aggrav Battery w/Deadly Weapon,1,1
2743,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2745,Male,Caucasian,(F3),Deliver 3;4 Methylenediox,,,,,,,0,0
2748,Male,Caucasian,(M1),Battery,,,,,,,0,0
2750,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2766,Male,African-American,(F3),Grand Theft in the 3rd Degree,3,(F3),Grand Theft Firearm,,,,1,0
2788,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
2789,Male,Hispanic,(M1),Battery,5,(M1),Criminal Mischief>$200<$1000,,(M1),Battery,1,1
2790,Male,Caucasian,(M1),DUI Property Damage/Injury,,,,,,,0,0
2801,Male,Other,(M2),Burglary Unoccupied Dwelling,,,,,,,0,0
2802,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
2864,Male,African-American,(F3),Resist Officer w/Violence,1,(M1),Battery,,(M1),Battery,1,1
2870,Male,African-American,(M2),Susp Drivers Lic 1st Offense,2,(M1),Possess Cannabis/20 Grams Or Less,,(F3),Aggravated Assault w/Firearm,1,1
2875,Male,African-American,(F3),Possession of Cocaine,1,(M2),Driving License Suspended,,,,1,0
2890,Female,African-American,(F3),Felony Petit Theft,1,(M1),Petit Theft $100- $300,,,,1,0
2926,Male,African-American,(F3),Grand Theft (Motor Vehicle),4,(M2),Susp Drivers Lic 1st Offense,,,,1,0
2928,Male,African-American,(M2),Violation License Restrictions,,,,,,,0,0
2938,Male,African-American,(F2),Throw Deadly Missile Into Veh,,,,,,,0,0
2944,Male,Other,(F3),arrest case no charge,,,,,,,0,0
2946,Male,Caucasian,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
2951,Male,African-American,(F3),Uttering a Forged Instrument,,,,,,,0,0
2956,Male,Caucasian,(M1),Battery,,,,,,,0,0
2964,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,(F3),Crimin Mischief Damage $1000+,,,,1,0
2980,Male,African-American,(M1),Battery,,,,,,,0,0
2987,Male,Caucasian,(F3),Driving While License Revoked,,,,,,,0,0
2989,Male,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
2991,Male,African-American,(F3),Possession of Cocaine,1,(F3),Possession of Cocaine,,,,1,0
2996,Male,Other,(F3),Purchase Cannabis,,,,,,,0,0
3010,Male,Caucasian,(M1),DUI Blood Alcohol Above 0.20,,,,,,,0,0
3029,Male,African-American,(F3),Poss Pyrrolidinovalerophenone,2,(F2),Felon in Pos of Firearm or Amm,,,,1,0
3034,Female,African-American,(M1),Battery,,,,,,,0,0
3047,Male,Hispanic,(M1),DUI Property Damage/Injury,,,,,,,0,0
3062,Female,African-American,(M1),Battery,,,,,,,0,0
3066,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
3069,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
3080,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
3112,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,1,(M2),Driving License Suspended,,,,1,0
3117,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,(M1),Trespass Other Struct/Conve,,,,1,0
3140,Male,Caucasian,(F3),Possession of Ethylone,,,,,,,0,0
3142,Male,Caucasian,(M1),arrest case no charge,,,,,,,0,0
3143,Male,Caucasian,(F3),False Ownership Info/Pawn Item,2,(F3),False Verif Ownership Pawn Shp,,,,1,0
3155,Male,Other,(F3),Poss Pyrrolidinovalerophenone,1,(M2),Trespass Struct/Conveyance,,,,1,0
3156,Male,Caucasian,(F3),Aggravated Assault w/Firearm,,,,,,,0,0
3220,Female,African-American,(F3),Possession Of Heroin,,,,,,,0,0
3221,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,,,,,,,0,0
3223,Male,Caucasian,(F3),Felony Petit Theft,1,(F3),Felony Petit Theft,,,,1,0
3238,Male,African-American,(F3),arrest case no charge,2,(F3),Possession Of Methamphetamine,,,,1,0
3246,Male,Caucasian,(M1),DUI Property Damage/Injury,,,,,,,0,0
3261,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,0
3281,Male,Caucasian,(F3),Crimin Mischief Damage $1000+,2,(M2),Susp Drivers Lic 1st Offense,,(F3),Felony Battery (Dom Strang),1,1
3295,Male,Hispanic,(M1),Driving Under The Influence,,,,,,,0,0
3298,Male,Caucasian,(M1),Battery,,,,,,,0,0
3308,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
3313,Female,Caucasian,(F3),False Ownership Info/Pawn Item,,,,,,,0,0
3321,Female,Hispanic,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
3342,Male,African-American,(M1),Battery,1,(M1),,,,,1,0
3347,Female,African-American,(F3),Criminal Mischief,1,(M2),Driving while DL Susp / Financial Resp,,,,1,0
3355,Female,Caucasian,(F3),Possession Of Heroin,,,,,,,0,0
3366,Female,African-American,(M1),Battery,,,,,,,0,0
3370,Female,Hispanic,(F3),Poss Contr Subst W/o Prescript,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
3371,Male,African-American,(F3),Uttering a Forged Instrument,,,,,,,0,0
3405,Female,African-American,(F3),Possession of Cocaine,,,,,,,0,0
3433,Male,African-American,(M1),Assault/Battery On An Official,,,,,,,0,0
3447,Male,Hispanic,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
3461,Female,Caucasian,(M1),Battery,,,,,,,0,0
3476,Male,African-American,(M1),arrest case no charge,1,(M2),Driving License Suspended,,,,1,0
3510,Male,Caucasian,(M1),Battery,1,(F3),Grand Theft in the 3rd Degree,,,,1,0
3516,Male,Other,(F3),Felony Driving While Lic Suspd,1,(M1),Battery,,(M1),Battery,1,1
3518,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
3520,Female,Caucasian,(M1),Grand Theft in the 3rd Degree,,,,,,,0,0
3529,Male,Hispanic,(F3),Stalking (Aggravated),,,,,,,0,0
3538,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
3539,Male,African-American,(F3),Felony Battery w/Prior Convict,,,,,,,0,0
